event_id,year,sort_order,date_label,date_precision,coverage_role,coverage_start_year,coverage_end_year,coverage_group_id,item_kind,event_type,title,description,significance,primary_education_stage,education_stage_tags,curriculum_basis,importance_level,display_priority,related_polity_ids,related_people,location_name,longitude,latitude,location_historical_name,location_modern_name,location_modern_admin_id,location_precision,location_confidence_score,location_source_titles,location_source_urls,location_note,source_titles,source_urls,source_type,confidence_score,confidence_note,fact_review_status,review_note
generated_m1046_polity_0124_start,-1046,110,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0124_start,representative_event,polity_start,蔡国建国,前1046年，蔡国受封建国。,标记蔡国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0124,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《史记·管蔡世家》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,明确亡于楚国,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0156_start,-1046,120,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0156_start,representative_event,polity_start,陈国建国,前1046年，陈国受封建国。,标记陈国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0156,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《史记·陈杞世家》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《史记》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0162_start,-1046,130,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0162_start,representative_event,polity_start,顿国建国,前1046年，顿国受封建国。,标记顿国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0162,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·定公十四年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0101_start,-1046,140,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0101_start,representative_event,polity_start,潘国建国,前1046年，潘国受封建国。,标记潘国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0101,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·定公六年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0042_start,-1046,150,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0042_start,representative_event,polity_start,召国建国,前1046年，召国受封建国，都城在陕西省岐山县西南。,标记召国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0042,,陕西省西安市一带,108.9398,34.3416,关中,陕西省西安市一带,CN-SN,region,66,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“xian_province”取主发生点。,《左传·昭公二十九年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》权威史料核对,verified,事实与地点已进入脚本复核；依据文本匹配“xian_province”取主发生点。
generated_m1046_polity_0091_start,-1046,160,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0091_start,representative_event,polity_start,毛国建国,前1046年，毛国受封建国。,标记毛国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0091,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·昭公二十六年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0117_start,-1046,170,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0117_start,representative_event,polity_start,舒鸠国建国,前1046年，舒鸠国受封建国。,标记舒鸠国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0117,,安徽省合肥市一带,117.2272,31.8206,江淮,安徽省合肥市一带,CN-AH,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“anhui_region”取主发生点。,《左传·襄公二十五年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“anhui_region”取主发生点。
generated_m1046_polity_0115_start,-1046,180,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0115_start,representative_event,polity_start,舒庸国建国,前1046年，舒庸国受封建国。,标记舒庸国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0115,,安徽省合肥市一带,117.2272,31.8206,江淮,安徽省合肥市一带,CN-AH,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“anhui_region”取主发生点。,《左传·成公十七年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“anhui_region”取主发生点。
generated_m1046_polity_0079_start,-1046,190,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0079_start,representative_event,polity_start,根牟国建国,前1046年，根牟国受封建国。,标记根牟国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0079,,山东省济南市一带,117.1201,36.6512,齐鲁,山东省济南市一带,CN-SD,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“shandong_region”取主发生点。,《左传·宣公九年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载灭亡年份,verified,事实与地点已进入脚本复核；依据文本匹配“shandong_region”取主发生点。
generated_m1046_polity_0116_start,-1046,200,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0116_start,representative_event,polity_start,舒蓼国建国,前1046年，舒蓼国受封建国。,标记舒蓼国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0116,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·宣公八年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》明确记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0014_start,-1046,210,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0014_start,representative_event,polity_start,六国（录国）建国,前1046年，六国（录国）受封建国，都城在安徽省六安市北一带。,标记六国（录国）的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0014,,安徽省六安市,116.5200,31.7350,六,安徽省六安市,CN-AH,city,72,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“liuan”取主发生点。,《春秋·文公五年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《春秋》权威史料核对,verified,事实与地点已进入脚本复核；依据文本匹配“liuan”取主发生点。
generated_m1046_polity_0041_start,-1046,220,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0041_start,representative_event,polity_start,原国建国,前1046年，原国受封建国，都城在河南省济源市。,标记原国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0041,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·僖公二十五年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》权威史料核对,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
generated_m1046_polity_0118_start,-1046,230,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0118_start,representative_event,polity_start,芮国建国,前1046年，芮国受封建国，都城在陕西韩城梁带村/澄城刘家洼一带。,标记芮国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0118,,陕西省西安市一带,108.9398,34.3416,关中,陕西省西安市一带,CN-SN,region,66,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“xian_province”取主发生点。,《左传·僖公二十年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》权威史料与考古发现核对,verified,事实与地点已进入脚本复核；依据文本匹配“xian_province”取主发生点。
generated_m1046_polity_0119_start,-1046,240,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0119_start,representative_event,polity_start,英氏国建国,前1046年，英氏国受封建国。,标记英氏国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0119,,安徽省六安市,116.5200,31.7350,六,安徽省六安市,CN-AH,city,72,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“liuan”取主发生点。,《史记·楚世家》|《春秋左传·僖公十七年》,https://ctext.org/shiji/chu-shi-jia/zh|https://ctext.org/chun-qiu-zuo-zhuan/xi-gong/zh,primary_source,90,古籍称“英”或“英氏”，本库显示为“英氏国”以避免与近代英国混淆。,verified,事实与地点已进入脚本复核；依据文本匹配“liuan”取主发生点。
generated_m1046_polity_0098_start,-1046,250,前1046年,year,exact_year_event,-1046,-1046,generated_m1046_polity_0098_start,representative_event,polity_start,温国建国,前1046年，温国受封建国。,标记温国的建立节点。,高中,高中,普通高中历史课程标准（2017年版2020年修订）中外历史纲要与选择性必修相关主题；大陆课标启发式分级,3,3,polity_0098,,河南省郑州市一带,113.6254,34.7466,中原,河南省郑州市一带,CN-HA,region,64,CHGIS中国历史地理信息系统|《中国历史地图集》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space,依据文本匹配“henan_region”取主发生点。,《左传·僖公十年》|中国社会科学出版社《中国历史年表数据库》,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8|https://www.csspw.com.cn/cpdigitaldetail_15988_2074979.jhtml,primary_source,90,《左传》记载,verified,事实与地点已进入脚本复核；依据文本匹配“henan_region”取主发生点。
