ruler_id,polity_id,polity_name,ruler_name,ruler_title,ruler_temple_name,ruler_posthumous_name,ruler_personal_name,ruler_reign_start_year,ruler_reign_start_label,ruler_reign_end_year,ruler_reign_end_label,ruler_reign_raw,ruler_reign_precision,era_names,ruler_source_title,ruler_source_url,ruler_source_section,ruler_confidence_score,ruler_confidence_note,merged_from_v02_rows
ruler_00012,polity_0003,东周,周匡王,周匡王,,,班,-612,前612年,-607,前607年,前612年－前607年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"21551,21589,21627,21665,21703,21741"
ruler_00013,polity_0003,东周,周夷王,周夷王,,,喜,-375,前375年,-369,前369年,前375年－前369年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"28266,28288,28309,28330,28351,28372,28393"
ruler_00014,polity_0003,东周,周威烈王,周威烈王,,,午,-425,前425年,-402,前402年,前425年－前402年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"27169,27189,27209,27229,27249,27269,27289,27309,27329,27349,27369,27390,27411,27432,27453,27475,27497,27519,27540,27562,27582,27602,27625,27648"
ruler_00015,polity_0003,东周,周安王,周安王,,,骄,-401,前401年,-376,前376年,前401年－前376年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"27671,27694,27717,27740,27763,27786,27809,27832,27855,27878,27901,27924,27947,27970,27993,28016,28040,28063,28086,28109,28132,28155,28178,28200,28222,28244"
ruler_00016,polity_0003,东周,周定王,周定王,,,瑜,-606,前606年,-586,前586年,前606年－前586年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"21778,21816,21855,21894,21933,21972,22010,22047,22084,22121,22158,22196,22233,22269,22305,22341,22377,22413,22449,22485,22521"
ruler_00017,polity_0003,东周,周平王,周平王,,,宜臼,-770,前770年,-720,前720年,前770年－前720年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"13845,13899,13952,14004,14055,14106,14157,14208,14259,14311,14363,14414,14465,14517,14568,14619,14670,14721,14772,14823,14874,14925,14976,15027,15078,15129,15181,15233,15285,15337,15389,15441,15493,15545,15597,15649,15701,15753,15805,15857,15909,15961,16013,16065,16117,16169,16221,16273,16325,16377,16429"
ruler_00018,polity_0003,东周,周庄王,周庄王,,,佗,-696,前696年,-682,前682年,前696年－前682年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"17696,17749,17802,17855,17908,17961,18014,18067,18122,18175,18228,18281,18334,18385,18436"
ruler_00019,polity_0003,东周,周惠王,周惠王,,,阆,-676,前676年,-652,前652年,前676年－前652年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"18736,18785,18834,18883,18932,18982,19031,19080,19129,19178,19227,19276,19325,19374,19424,19473,19521,19569,19617,19665,19712,19759,19803,19849,19894"
ruler_00020,polity_0003,东周,周慎靓王,周慎靓王,,,定,-320,前320年,-315,前315年,前320年－前315年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"29506,29528,29550,29572,29594,29614"
ruler_00021,polity_0003,东周,周敬王,周敬王,,,匄,-519,前519年,-477,前477年,前519年－前477年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"24811,24844,24877,24911,24944,24976,25008,25039,25070,25103,25134,25165,25196,25228,25258,25288,25317,25347,25376,25405,25434,25463,25491,25520,25548,25576,25604,25632,25660,25688,25716,25744,25772,25799,25826,25852,25878,25904,25930,25956,25981,26006,26030"
ruler_00022,polity_0003,东周,周景王,周景王,,,贵,-544,前544年,-520,前520年,前544年－前520年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"23982,24015,24048,24081,24114,24147,24180,24213,24246,24279,24312,24345,24378,24411,24444,24478,24512,24545,24578,24611,24645,24678,24711,24745,24778"
ruler_00023,polity_0003,东周,周桓王,周桓王,,,林,-719,前719年,-697,前697年,前719年－前697年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"16481,16533,16585,16637,16689,16741,16793,16846,16899,16952,17005,17058,17111,17164,17217,17270,17323,17377,17430,17483,17536,17589,17642"
ruler_00024,polity_0003,东周,周灵王,周灵王,,,泄心,-571,前571年,-545,前545年,前571年－前545年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"23059,23094,23129,23164,23199,23234,23269,23304,23339,23373,23407,23441,23475,23509,23543,23577,23612,23646,23680,23714,23748,23782,23816,23850,23883,23916,23949"
ruler_00025,polity_0003,东周,周简王,周简王,,,夷,-585,前585年,-572,前572年,前585年－前572年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"22557,22593,22629,22665,22701,22737,22773,22810,22846,22882,22918,22954,22989,23024"
ruler_00026,polity_0003,东周,周考王,周考王,,,嵬,-440,前440年,-426,前426年,前440年－前426年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"26860,26881,26902,26923,26944,26965,26986,27007,27028,27049,27069,27089,27109,27129,27149"
ruler_00027,polity_0003,东周,周襄王,周襄王,,,郑,-651,前651年,-619,前619年,前651年－前619年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"19939,19984,20028,20072,20116,20160,20203,20246,20290,20334,20378,20421,20463,20505,20548,20590,20632,20673,20714,20755,20796,20837,20878,20919,20960,21001,21042,21083,21124,21164,21203,21242,21281"
ruler_00028,polity_0003,东周,周贞定王,周贞定王,,,介,-468,前468年,-441,前441年,前468年－前441年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"26241,26264,26287,26310,26333,26356,26379,26402,26425,26448,26471,26494,26517,26540,26562,26584,26606,26628,26650,26672,26694,26716,26737,26758,26778,26798,26818,26838"
ruler_00029,polity_0003,东周,周赧王,周赧王,,,延,-314,前314年,-256,前256年,前314年－前256年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"29634,29654,29674,29694,29714,29734,29754,29774,29795,29815,29835,29855,29875,29895,29915,29935,29955,29975,29994,30012,30030,30048,30066,30084,30102,30120,30138,30156,30174,30191,30208,30225,30242,30259,30275,30291,30307,30323,30339,30355,30371,30387,30403,30420,30436,30452,30468,30484,30500,30516,30532,30548,30564,30580,30596,30612,30628,30644,30660"
ruler_00030,polity_0003,东周,周顯王,周顯王,,,扁,-368,前368年,-321,前321年,前368年－前321年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"28415,28438,28461,28484,28507,28530,28553,28576,28599,28622,28645,28668,28691,28714,28737,28760,28783,28806,28829,28852,28874,28896,28918,28940,28963,28985,29007,29029,29051,29074,29097,29120,29143,29166,29189,29212,29235,29258,29281,29304,29327,29350,29373,29396,29418,29440,29462,29484"
ruler_00031,polity_0003,东周,周顷王,周顷王,,,壬臣,-618,前618年,-613,前613年,前618年－前613年,year,,周朝君主列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D%E5%90%9B%E4%B8%BB%E5%88%97%E8%A1%A8,东周君主,70,,"21321,21360,21398,21436,21474,21512"
ruler_00032,polity_0003,东周,哀王,哀王,,,,-441,前441年,-441,前441年,B.C.441 B.C.441,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,26839
ruler_00033,polity_0003,东周,威烈王,威烈王,,,,-425,前425年,-402,前402年,B.C.425 B.C.402,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"27170,27190,27210,27230,27250,27270,27290,27310,27330,27350,27370,27391,27412,27433,27454,27476,27498,27520,27541,27563,27583,27603,27626,27649"
ruler_00034,polity_0003,东周,安王,安王,,,,-401,前401年,-376,前376年,B.C.401 B.C.376,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"27672,27695,27718,27741,27764,27787,27810,27833,27856,27879,27902,27925,27948,27971,27994,28017,28041,28064,28087,28110,28133,28156,28179,28201,28223,28245"
ruler_00035,polity_0003,东周,定王,定王,,,,-606,前606年,-586,前586年,B.C.606 B.C.586,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"21779,21817,21856,21895,21934,21973,22011,22048,22085,22122,22159,22197,22234,22270,22306,22342,22378,22414,22450,22486,22522"
ruler_00036,polity_0003,东周,平王,平王,,,,-770,前770年,-720,前720年,B.C.770 B.C.720,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"13846,13900,13953,14005,14056,14107,14158,14209,14260,14312,14364,14415,14466,14518,14569,14620,14671,14722,14773,14824,14875,14926,14977,15028,15079,15130,15182,15234,15286,15338,15390,15442,15494,15546,15598,15650,15702,15754,15806,15858,15910,15962,16014,16066,16118,16170,16222,16274,16326,16378,16430"
ruler_00037,polity_0003,东周,思王,思王,,,,-441,前441年,-441,前441年,B.C.441 B.C.441,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,26840
ruler_00038,polity_0003,东周,悼王,悼王,,,,-520,前520年,-520,前520年,B.C.520 B.C.520,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,24779
ruler_00039,polity_0003,东周,惠王,惠王,,,,-676,前676年,-652,前652年,B.C.676 B.C.652,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"18737,18786,18835,18884,18933,18983,19032,19081,19130,19179,19228,19277,19326,19375,19425,19474,19522,19570,19618,19666,19713,19760,19804,19850,19895"
ruler_00040,polity_0003,东周,慎靚王,慎靚王,,,,-320,前320年,-315,前315年,B.C.320 B.C.315,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"29507,29529,29551,29573,29595,29615"
ruler_00041,polity_0003,东周,敬王,敬王,,,,-519,前519年,-476,前476年,B.C.519 B.C.476,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"24812,24845,24878,24912,24945,24977,25009,25040,25071,25104,25135,25166,25197,25229,25259,25289,25318,25348,25377,25406,25435,25464,25492,25521,25549,25577,25605,25633,25661,25689,25717,25745,25773,25800,25827,25853,25879,25905,25931,25957,25982,26007,26031,26054"
ruler_00042,polity_0003,东周,景王,景王,,,,-544,前544年,-521,前521年,B.C.544 B.C.521,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"23983,24016,24049,24082,24115,24148,24181,24214,24247,24280,24313,24346,24379,24412,24445,24479,24513,24546,24579,24612,24646,24679,24712,24746"
ruler_00043,polity_0003,东周,桓王,桓王,,,,-719,前719年,-697,前697年,B.C.719 B.C.697,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"16482,16534,16586,16638,16690,16742,16794,16847,16900,16953,17006,17059,17112,17165,17218,17271,17324,17378,17431,17484,17537,17590,17643"
ruler_00044,polity_0003,东周,烈王,烈王,,,,-375,前375年,-369,前369年,B.C.375 B.C.369,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"28267,28289,28310,28331,28352,28373,28394"
ruler_00045,polity_0003,东周,簡王,簡王,,,,-585,前585年,-572,前572年,B.C.585 B.C.572,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"22558,22594,22630,22666,22702,22738,22774,22811,22847,22883,22919,22955,22990,23025"
ruler_00046,polity_0003,东周,考王,考王,,,,-440,前440年,-426,前426年,B.C.440 B.C.426,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"26861,26882,26903,26924,26945,26966,26987,27008,27029,27050,27070,27090,27110,27130,27150"
ruler_00047,polity_0003,东周,莊王,莊王,,,,-696,前696年,-682,前682年,B.C.696 B.C.682,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"17697,17750,17803,17856,17909,17962,18015,18068,18123,18176,18229,18282,18335,18386,18437"
ruler_00048,polity_0003,东周,襄王,襄王,,,,-651,前651年,-619,前619年,B.C.651 B.C.619,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"19940,19985,20029,20073,20117,20161,20204,20247,20291,20335,20379,20422,20464,20506,20549,20591,20633,20674,20715,20756,20797,20838,20879,20920,20961,21002,21043,21084,21125,21165,21204,21243,21282"
ruler_00049,polity_0003,东周,貞定王,貞定王,,,,-468,前468年,-442,前442年,B.C.468 B.C.442,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"26242,26265,26288,26311,26334,26357,26380,26403,26426,26449,26472,26495,26518,26541,26563,26585,26607,26629,26651,26673,26695,26717,26738,26759,26779,26799,26819"
ruler_00050,polity_0003,东周,赧王,赧王,,,,-314,前314年,-256,前256年,B.C.314 B.C.256,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"29635,29655,29675,29695,29715,29735,29755,29775,29796,29816,29836,29856,29876,29896,29916,29936,29956,29976,29995,30013,30031,30049,30067,30085,30103,30121,30139,30157,30175,30192,30209,30226,30243,30260,30276,30292,30308,30324,30340,30356,30372,30388,30404,30421,30437,30453,30469,30485,30501,30517,30533,30549,30565,30581,30597,30613,30629,30645,30661"
ruler_00051,polity_0003,东周,靈王,靈王,,,,-571,前571年,-545,前545年,B.C.571 B.C.545,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"23060,23095,23130,23165,23200,23235,23270,23305,23340,23374,23408,23442,23476,23510,23544,23578,23613,23647,23681,23715,23749,23783,23817,23851,23884,23917,23950"
ruler_00052,polity_0003,东周,頃王,頃王,,,,-618,前618年,-613,前613年,B.C.618 B.C.613,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"21322,21361,21399,21437,21475,21513"
ruler_00053,polity_0003,东周,顯王,顯王,,,,-368,前368年,-321,前321年,B.C.368 B.C.321,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 周>東周,86,,"28416,28439,28462,28485,28508,28531,28554,28577,28600,28623,28646,28669,28692,28715,28738,28761,28784,28807,28830,28853,28875,28897,28919,28941,28964,28986,29008,29030,29052,29075,29098,29121,29144,29167,29190,29213,29236,29259,29282,29305,29328,29351,29374,29397,29419,29441,29463,29485"
ruler_00054,polity_0005,东晋,哀帝,哀帝,,,,361,361年,365,365年,361 365,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32300,32307,32314,32322,32329"
ruler_00055,polity_0005,东晋,孝武帝,孝武帝,,,,372,372年,396,396年,372 396,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32380,32385,32390,32395,32400,32405,32408,32411,32414,32417,32420,32423,32426,32433,32441,32456,32467,32480,32492,32504,32517,32529,32540,32552,32561"
ruler_00056,polity_0005,东晋,安帝,安帝,,,,396,396年,418,418年,396 418,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32562,32572,32583,32598,32612,32626,32643,32658,32674,32689,32705,32719,32735,32751,32769,32785,32798,32811,32824,32836,32847,32858,32870"
ruler_00057,polity_0005,东晋,康帝,康帝,,,,342,342年,344,344年,342 344,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32127,32137,32148"
ruler_00058,polity_0005,东晋,廢帝,廢帝,,,,365,365年,371,371年,365 371,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32330,32337,32344,32351,32358,32365,32372"
ruler_00059,polity_0005,东晋,恭帝,恭帝,,,,418,418年,420,420年,418 420,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32871,32881,32891"
ruler_00060,polity_0005,东晋,成帝,成帝,,,,325,325年,342,342年,325 342,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"31960,31970,31979,31988,31997,32007,32016,32025,32034,32044,32054,32064,32073,32084,32096,32106,32116,32126"
ruler_00061,polity_0005,东晋,明帝,明帝,,,,322,322年,325,325年,322 325,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"31931,31940,31949,31959"
ruler_00062,polity_0005,东晋,穆帝,穆帝,,,,344,344年,361,361年,344 361,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32149,32159,32168,32178,32187,32195,32204,32214,32224,32233,32242,32250,32260,32268,32277,32284,32291,32299"
ruler_00063,polity_0005,东晋,簡文帝,簡文帝,,,,371,371年,372,372年,371 372,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"32373,32379"
ruler_00064,polity_0005,东晋,（東晉）元帝,（東晉）元帝,,,,317,317年,322,322年,317 322,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 晉>東晉,86,,"31883,31891,31900,31910,31920,31930"
ruler_00065,polity_0006,东汉,北鄉侯,北鄉侯,,,,125,125年,125,125年,125 125,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 漢>東漢,86,,31449
ruler_00066,polity_0006,东汉,安帝,安帝,,,,106,106年,125,125年,106 125,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 漢>東漢,86,,"31429,31430,31431,31432,31433,31434,31435,31436,31437,31438,31439,31440,31441,31442,31443,31444,31445,31446,31447,31448"
ruler_00067,polity_0006,东汉,弘農王,弘農王,,,,189,189年,189,189年,189 189,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 漢>東漢,86,,31524
ruler_00068,polity_0006,东汉,桓帝,桓帝,,,,146,146年,167,167年,146 167,year,,教育部《重编国语辞典修订本》中国历代帝王年表,https://dict.revised.moe.edu.tw/appendix.jsp?ID=2&la=0&page=*&powerMode=0,page=1; 漢>東漢,86,,"31474,31475,31476,31477,31478,31479,31480,31481,31482,31483,31484,31485,31486,31487,31488,31489,31490,31491,31492,31493,31494,31495"
