anecdote_id,dynasty_name,macro_period,year,sort_order,date_label,date_precision,coverage_start_year,coverage_end_year,anecdote_type,title,phrase,short_description,story_text,source_title,source_section,source_url,source_type,source_note,related_polity_ids,related_people,location_historical_name,location_modern_name,longitude,latitude,location_precision,primary_education_stage,education_stage_tags,display_priority,review_status,review_note
anecdote_0011,战国,周,-300,7110,前300年前后,approx,-350,-250,chengyu,画蛇添足,画蛇添足,几个人分酒，先画完蛇的人又给蛇添脚而失酒。,战国故事里，楚地几个人分一壶酒，约定谁先画成蛇谁喝。一个人先画完，却又得意地给蛇添脚。旁人说蛇本无足，夺过酒喝了。画蛇添足后来指多做反坏事。它的画面很轻巧，一壶酒，一条蛇，一点得意忘形，就把多余之害说清楚了。,《战国策》,齐策二,https://ctext.org/zhan-guo-ce/zh,classic_text,,polity_0084,,楚地,湖北省荆州市一带,112.239,30.335,region,小学,小学|初中,6,verified,寓言地点按楚地作区域落点
anecdote_0012,战国,周,-300,7120,前300年前后,approx,-350,-250,chengyu,鹬蚌相争,鹬蚌相争,苏代用鹬蚌相持的故事劝赵国别攻燕。,战国时，赵国想攻燕。苏代劝赵王，说鹬啄蚌肉，蚌夹住鹬嘴，两边都不肯放，渔人正好一起拿走。赵王听后罢兵。鹬蚌相争后来常接渔翁得利。苏代没有直接争辩利害，只讲了一个水边小故事，让赵王自己看见两败俱伤的结局。,《战国策》,燕策二,https://ctext.org/zhan-guo-ce/zh,classic_text,,polity_0144|polity_0104,苏代,邯郸,河北省邯郸市,114.539,36.625,city,小学,小学|初中,6,verified,故事讲述地点取赵都邯郸
anecdote_0013,战国,周,-300,7130,前300年前后,approx,-350,-250,chengyu,滥竽充数,滥竽充数,南郭先生混在乐队里吹竽，齐湣王独奏时露了馅。,齐宣王爱听许多人一起吹竽，南郭先生不会吹，也混在乐队里领俸。后来齐湣王即位，喜欢一个个听，南郭先生只好逃走。滥竽充数后来指没有真本事却混在其中。这个故事好记，是因为南郭先生没有被复杂问题难倒，只是被一个个单独演奏难倒了。,《韩非子》,内储说上,https://ctext.org/hanfeizi/zh,classic_text,,polity_0167,齐宣王|南郭先生,临淄,山东省淄博市临淄区,118.309,36.8269,city,小学,小学|初中,6,verified,故事地点取齐都临淄
anecdote_0014,战国,周,-300,7140,前300年前后,approx,-350,-250,chengyu,买椟还珠,买椟还珠,郑人买下漂亮盒子，却把真正的珠子还给卖主。,战国寓言里，楚人把珍珠装进华美木匣到郑国出售。郑人看中匣子的装饰，买下后却把珍珠还给卖主。买椟还珠后来指只看外表而丢掉真正有价值的东西。匣子越漂亮，珍珠越被忽略。这个反差让故事流传很久，也很适合讲取舍。,《韩非子》,外储说左上,https://ctext.org/hanfeizi/zh,classic_text,,polity_0161,,郑地,河南省郑州市新郑市一带,113.74,34.395,region,小学,小学|初中,6,verified,寓言地点按郑地作区域落点
anecdote_0015,战国,周,-300,7150,前300年前后,approx,-350,-250,chengyu,守株待兔,守株待兔,宋人偶得撞树而死的兔子，便守着树桩等好运。,战国寓言里，宋国有个农人见兔子撞上树桩死去，便放下农具天天守在树旁，盼着再捡一只兔子。田地荒了，兔子也没再来。守株待兔后来指死守偶然经验。它最有意思的是好运只来了一次，农人却把偶然当成常法，最后连本分的田也荒了。,《韩非子》,五蠹,https://ctext.org/hanfeizi/zh,classic_text,,,,宋地,河南省商丘市一带,115.656,34.415,region,小学,小学|初中,6,verified,寓言地点按宋地作区域落点
anecdote_0016,战国,周,-283,7160,前283年,approx,-283,-283,chengyu,完璧归赵,完璧归赵,蔺相如持和氏璧入秦，智退秦王后把玉璧送回赵国。,前283年前后，秦王愿以十五城换赵国和氏璧。蔺相如带璧入秦，发现秦王无意交城，便以撞璧相逼，暗中派人把璧送回赵国。完璧归赵从此指原物完整归还。蔺相如的胆气不在逞强，而在看准秦王理亏后，敢把玉璧和性命一起押上。,《史记》,廉颇蔺相如列传,https://ctext.org/shiji/zh,official_history,,polity_0144,蔺相如|秦昭王,咸阳,陕西省咸阳市,108.7088,34.3296,city,初中,小学|初中,6,verified,故事核心场景在秦都咸阳
anecdote_0017,战国,周,-279,7170,前279年,approx,-279,-279,chengyu,负荆请罪,负荆请罪,廉颇向蔺相如背荆请罪，赵国将相重归于好。,前279年前后，蔺相如因完璧归赵和渑池会功高，位在廉颇之上。廉颇不服，蔺相如却处处避让，说将相相争只会让秦国得利。廉颇醒悟后背着荆条上门谢罪。两人和解后，赵国暂时保住了将相同心的局面，这也是故事能流传下来的原因。,《史记》,廉颇蔺相如列传,https://ctext.org/shiji/zh,official_history,,polity_0144,廉颇|蔺相如,邯郸,河北省邯郸市,114.539,36.625,city,初中,小学|初中,6,verified,地点取赵都邯郸
anecdote_0018,战国,周,-260,7180,前260年,year,-260,-260,chengyu,纸上谈兵,纸上谈兵,赵括熟读兵书却不会临阵用兵，赵军在长平惨败。,前260年，赵国用赵括替代廉颇主持长平战事。赵括自幼熟读兵书，谈起兵法头头是道，到了战场却轻敌冒进。秦将白起围歼赵军，纸上谈兵便成了空谈误事的典型。长平的惨败让这四个字带着沉重背景，不只是嘲笑空谈，更是战国生死局里的教训。,《史记》,廉颇蔺相如列传,https://ctext.org/shiji/zh,official_history,,polity_0144,赵括|白起,长平,山西省高平市,112.923,35.798,region,初中,小学|初中,6,verified,地点取长平之战主战场
anecdote_0019,战国,周,-258,7190,前258年,year,-258,-258,chengyu,毛遂自荐,毛遂自荐,毛遂主动随平原君赴楚，促成楚赵合纵救邯郸。,前258年，秦军围邯郸，平原君到楚国求援。门客毛遂主动请求同行，在楚廷拔剑陈辞，逼楚王答应合纵。毛遂自荐后来指自己推荐自己承担事情。毛遂不是凭资历出头，而是在危急时刻敢说敢做，平原君也因此重新认识了他。,《史记》,平原君虞卿列传,https://ctext.org/shiji/zh,official_history,,polity_0144|polity_0084,毛遂|平原君,郢,湖北省荆州市纪南城一带,112.19,30.42,region,初中,小学|初中,6,verified,故事高潮发生在楚廷
anecdote_0020,战国,周,-227,7200,前227年,year,-227,-227,chengyu,图穷匕见,图穷匕见,荆轲献地图刺秦王，地图卷尽后露出匕首。,前227年，燕太子丹派荆轲入秦。荆轲以樊於期首级和督亢地图为献礼，在秦廷展开地图时，藏在卷中的匕首露出，刺杀失败。图穷匕见后来指真相或意图最终显露。秦廷那一瞬间很有戏剧性：礼物，地图，匕首和刺客心事，全在卷轴尽头露出来。,《史记》,刺客列传,https://ctext.org/shiji/zh,official_history,,polity_0104,荆轲|秦王政,咸阳,陕西省咸阳市,108.7088,34.3296,city,初中,小学|初中,6,verified,地点取秦都咸阳
anecdote_0021,秦末,秦汉,-207,7210,前207年,year,-207,-207,chengyu,破釜沉舟,破釜沉舟,项羽渡河后砸锅沉船，逼楚军决死一战。,前207年，项羽率楚军救赵，渡过漳水后下令砸破炊具，凿沉船只，只带三日粮。士兵知道无路可退，奋力攻秦。巨鹿一战后，破釜沉舟成了决心到底的说法。巨鹿之战前的动作简单到近乎粗暴，却把楚军所有退路关上，只剩向前。,《史记》,项羽本纪,https://ctext.org/shiji/zh,official_history,,,项羽,巨鹿,河北省邢台市平乡县一带,115.03,37.06,region,初中,小学|初中,6,verified,地点取巨鹿之战区域
anecdote_0022,秦末,秦汉,-206,7220,前206年,year,-206,-206,historical_story,鸿门宴,鸿门宴,刘邦赴鸿门谢罪，项庄舞剑险些改变楚汉局势。,前206年，刘邦先入关中，项羽大军随后到达。范增劝项羽除掉刘邦，刘邦便到鸿门谢罪。宴会上项庄舞剑，樊哙闯帐护主，刘邦趁机离席逃回霸上。这顿宴席看似酒食往来，帐中每个人都在判断风向，楚汉胜负的影子已经在里面。,《史记》,项羽本纪,https://ctext.org/shiji/zh,official_history,,,刘邦|项羽|范增|樊哙,鸿门,陕西省西安市临潼区新丰一带,109.22,34.42,region,初中,小学|初中,6,verified,地点取鸿门传统落点
anecdote_0023,秦末,秦汉,-206,7230,前206年,year,-206,-206,historical_story,约法三章,约法三章,刘邦入咸阳后废秦苛法，只约三条安定关中。,前206年，刘邦入咸阳，没有纵兵抢掠，也没有沿用秦朝繁苛法令。他召集关中父老，约定杀人者死，伤人及盗者抵罪。约法三章让关中人心迅速安定。秦法刚刚崩塌，关中百姓最怕新军又来扰民。刘邦用三条约定先稳住人心。,《史记》,高祖本纪,https://ctext.org/shiji/zh,official_history,,polity_0134,刘邦,咸阳,陕西省咸阳市,108.7088,34.3296,city,初中,小学|初中,6,verified,地点取秦都咸阳
anecdote_0024,秦末,秦汉,-206,7240,前206年,year,-206,-206,chengyu,明修栈道暗度陈仓,暗度陈仓,韩信表面修栈道，实从陈仓出兵还定三秦。,前206年，刘邦被封汉王后退入汉中。韩信计划东出，表面派人修复褒斜栈道，暗中率军从陈仓突进，迅速夺取关中。暗度陈仓后来指表面一套，暗里另有行动。这条计策妙在让敌人盯着显眼的栈道，却没有发现真正的兵锋已经绕到陈仓。,《史记》,淮阴侯列传,https://ctext.org/shiji/zh,official_history,,polity_0134,韩信|刘邦,陈仓,陕西省宝鸡市陈仓区,107.387,34.352,city,初中,小学|初中,6,verified,地点取陈仓
anecdote_0025,楚汉,秦汉,-204,7250,前204年,year,-204,-204,chengyu,背水一战,背水一战,韩信在井陉背水布阵，逼士兵拼死破赵。,前204年，韩信攻赵，在井陉口附近让士兵背水列阵。赵军以为汉军犯了兵家大忌，韩信却借无退路激发斗志，又派奇兵拔赵营。背水一战后来指处在绝境中奋力一搏。井陉一战危险很大，韩信把恐惧变成不能后退的力气，也把小路地形用到了极致。,《史记》,淮阴侯列传,https://ctext.org/shiji/zh,official_history,,polity_0134,韩信,井陉,河北省石家庄市井陉县,114.145,38.033,region,初中,小学|初中,6,verified,地点取井陉口一带
anecdote_0026,楚汉,秦汉,-202,7260,前202年,year,-202,-202,chengyu,四面楚歌,四面楚歌,垓下夜里楚歌四起，项羽以为楚地尽失。,前202年，项羽被围在垓下。夜间汉军四面唱起楚地歌声，楚军以为故乡人都已归汉，军心瓦解。项羽悲歌别姬，突围后兵败。四面楚歌从此指陷入孤立困境。歌声比刀兵更先击中楚军心气，项羽听到故乡声音时，已经知道大势难回。,《史记》,项羽本纪,https://ctext.org/shiji/zh,official_history,,,项羽|虞姬,垓下,安徽省宿州市灵璧县一带,117.55,33.55,region,初中,小学|初中,6,verified,地点取垓下古战场
anecdote_0027,秦汉,秦汉,-209,7270,前209年前后,approx,-209,-209,historical_story,胯下之辱,胯下之辱,韩信少年受辱忍过胯下，后来成为汉初名将。,韩信贫贱时在淮阴受人挑衅，对方让他拔剑相斗，或从胯下爬过。韩信没有逞一时之气，忍辱离开。后来他统兵立功，胯下之辱常被用来说能忍小忿而图大事。韩信忍下的不是普通难堪，而是少年贫贱时旁人故意给他的羞辱。后来功名越高，这一幕越被反复讲起。,《史记》,淮阴侯列传,https://ctext.org/shiji/zh,official_history,,polity_0134,韩信,淮阴,江苏省淮安市淮阴区,119.034,33.632,city,初中,小学|初中,6,verified,地点取韩信故里淮阴
anecdote_0028,西汉,秦汉,-193,7280,前193年,approx,-193,-193,chengyu,萧规曹随,萧规曹随,曹参沿用萧何制度，西汉初年政事保持平稳。,萧何去世后，曹参继任相国。汉惠帝问他为何少有更张，曹参认为萧何定下的法度适合休养生息，自己只要谨守即可。萧规曹随后来指按照前人成法办事。西汉刚从战乱里恢复，曹参的稳并非无所作为，而是知道百姓更需要少折腾。,《史记》,曹相国世家,https://ctext.org/shiji/zh,official_history,,polity_0134,萧何|曹参,长安,陕西省西安市,108.94,34.34,city,初中,初中|高中,6,verified,地点取西汉都城长安
anecdote_0029,西汉,秦汉,-167,7290,前167年,year,-167,-167,historical_story,缇萦救父,缇萦救父,缇萦上书愿代父受刑，汉文帝废除肉刑。,前167年，太仓令淳于意获罪将受肉刑，幼女缇萦随父到长安，上书愿没入官府为奴，替父赎罪。汉文帝读后受触动，下令改革肉刑。这个故事常被讲作孝心动君。缇萦没有权势，只能用自己的命运去换父亲的生机。汉文帝的诏令也因此有了人的温度。,《史记》,扁鹊仓公列传,https://ctext.org/shiji/zh,official_history,,polity_0134,缇萦|汉文帝,长安,陕西省西安市,108.94,34.34,city,初中,小学|初中,6,verified,地点取上书发生地长安
anecdote_0030,西汉,秦汉,-100,7300,前100年前后,approx,-100,-81,historical_story,苏武牧羊,苏武牧羊,苏武被扣匈奴多年，持节牧羊不肯降。,汉武帝时，苏武出使匈奴被扣。匈奴威逼利诱，他始终不降，后来被迁到北海边牧羊，手中仍持汉节。多年后苏武归汉，苏武牧羊成为守节不屈的故事。北海风雪和汉节一起出现在故事里，苏武的坚持也因此从外交事件变成人人熟悉的画面。,《汉书》,苏武传,https://ctext.org/han-shu/zh,official_history,,polity_0134,苏武,北海,贝加尔湖一带,107.6,53.5,region,初中,小学|初中,6,verified,北海按贝加尔湖传统说作区域落点
anecdote_0031,西汉,秦汉,-50,7310,前50年前后,approx,-70,-30,chengyu,凿壁偷光,凿壁偷光,匡衡家贫无灯，凿开墙壁借邻家灯光读书。,西汉匡衡小时候家贫，夜里没有灯油读书。邻居屋中有灯，他便在墙上凿出小孔，借透来的光照书。凿壁偷光后来常被用来讲贫寒求学的勤苦。故事最打动人的地方，是少年匡衡没有抱怨贫寒，而是在墙缝透出的一点光里继续读书。,《西京杂记》,卷二,https://ctext.org/wiki.pl?if=gb&res=551733,secondary_reference,,polity_0134,匡衡,承县,山东省枣庄市峄城区一带,117.58,34.77,region,小学,小学|初中,6,verified,地点取匡衡故里承县传统说
anecdote_0032,东汉,秦汉,73,7320,73年,year,73,73,historical_story,投笔从戎,投笔从戎,班超弃文书工作从军，后来经营西域三十余年。,东汉明帝时，班超在官府抄写文书，久坐案前叹息，说大丈夫应当效法傅介子张骞立功异域，怎能老死笔砚之间。于是他投笔从军，后来出使西域多年。班超把笔放下，不是轻看读书，而是不愿一生只伏在案牍间，想亲自到边地建功。,《后汉书》,班超传,https://ctext.org/hou-han-shu/zh,official_history,,polity_0006,班超,洛阳,河南省洛阳市,112.454,34.6197,city,初中,小学|初中,6,verified,地点取东汉都城洛阳
anecdote_0033,东汉,秦汉,73,7330,73年,year,73,73,chengyu,不入虎穴焉得虎子,不入虎穴焉得虎子,班超夜袭匈奴使团，断定冒险才能成事。,73年，班超出使鄯善，发现国王在汉使和匈奴使之间犹豫。他对部下说不入虎穴，不得虎子，夜里突袭匈奴使团。鄯善随即归附东汉，西域局面打开。班超的话说得很硬，背后却是对形势的判断：若不先动手，汉使就会被匈奴压住。,《后汉书》,班超传,https://ctext.org/hou-han-shu/zh,official_history,,polity_0006,班超,鄯善,新疆吐鲁番市鲁克沁一带,89.69,42.95,region,初中,小学|初中,6,verified,地点取鄯善古国一带
anecdote_0034,东汉,秦汉,100,7340,100年前后,approx,90,110,chengyu,举案齐眉,举案齐眉,孟光给梁鸿送饭时把托盘举到眉前，以示相敬。,东汉梁鸿隐居吴地，妻子孟光每次送饭，都把食案举到眉前，不直视丈夫。邻人见两人相敬如宾，十分惊异。举案齐眉后来常用来说夫妻互敬。饭案举到眉前的动作很安静，却让旁人看见两个人在贫居生活里的敬意。,《后汉书》,梁鸿传,https://ctext.org/hou-han-shu/zh,official_history,,polity_0006,梁鸿|孟光,吴地,江苏省苏州市,120.585,31.298,region,小学,小学|初中,6,verified,地点取梁鸿客居吴地
anecdote_0035,东汉,秦汉,109,7350,109年前后,approx,100,120,chengyu,梁上君子,梁上君子,陈寔发现盗贼藏在梁上，借劝子孙的话感化对方。,东汉陈寔夜里发现盗贼藏在屋梁上，没有立刻呼人捉拿，而是召来子孙讲人若不自勉，便会落到梁上君子的境地。盗贼听后惭愧下梁请罪，陈寔还赠布让他离去。陈寔没有把盗贼逼到绝路，而是给他留了羞愧和改过的余地，故事因此带着宽厚。,《后汉书》,陈寔传,https://ctext.org/hou-han-shu/zh,official_history,,polity_0006,陈寔,许县,河南省许昌市,113.852,34.035,city,小学,小学|初中,6,verified,地点取陈寔故里许县
anecdote_0036,东汉末,魏晋南北朝,197,7360,197年前后,approx,196,198,chengyu,望梅止渴,望梅止渴,曹操行军缺水，借前方有梅林安定军心。,东汉末年，曹操率军行路，士卒口渴难忍。他告诉众人前方有一片梅林，果子又酸又甜。士卒想到梅子便口中生津，继续前行。望梅止渴后来指用想象暂解急需。它不是真的解渴，却能让队伍再撑一程。行军故事里，这样的小办法很有人间气。,《世说新语》,假谲,https://ctext.org/shi-shuo-xin-yu/zh,literary_collection,,polity_0075,曹操,豫州一带,河南省许昌市一带,113.852,34.035,region,小学,小学|初中,6,verified,地点按曹操活动核心区作近似落点
anecdote_0037,东汉末,魏晋南北朝,207,7370,207年,approx,207,207,historical_story,三顾茅庐,三顾茅庐,刘备三次到隆中拜访诸葛亮，请他出山辅佐。,207年前后，刘备驻新野，听说诸葛亮隐居隆中，便亲自去请。前两次没有见到，第三次才与诸葛亮长谈天下形势。三顾茅庐后来指真诚反复邀请人才。刘备那时还没有稳定地盘，三次登门的耐心，正显出他对诸葛亮的看重。,《三国志》,诸葛亮传裴注,https://ctext.org/sanguozhi/zh,official_history,,polity_0127,刘备|诸葛亮,隆中,湖北省襄阳市襄城区隆中,112.04,32.01,region,初中,小学|初中,6,verified,地点取隆中
anecdote_0038,东汉末,魏晋南北朝,208,7380,208年,approx,208,208,literary_allusion,草船借箭,草船借箭,诸葛亮在雾夜借曹军箭矢，属于小说中的赤壁故事。,《三国演义》写赤壁战前，周瑜限诸葛亮十日造箭，诸葛亮只要三日。雾夜里，他用草船靠近曹营，诱曹军乱射，船上草把插满箭矢。这个桥段出自小说，不当作正史事件。前端播放时会把它标成典故，提醒学生这是文学名场面，不是赤壁之战的正史细节。,《三国演义》,第四十六回,https://ctext.org/sanguo-yanyi/zh,literary_collection,文学故事已在文案中标明,polity_0127|polity_0075,诸葛亮|周瑜|曹操,赤壁,湖北省赤壁市一带,113.889,29.724,region,小学,小学|初中,6,verified,地点取赤壁故事场景
anecdote_0039,东吴,魏晋南北朝,210,7390,210年前后,approx,200,220,chengyu,刮目相看,刮目相看,吕蒙发愤读书，鲁肃再见时大为惊讶。,孙权劝吕蒙读书，吕蒙起初推说军务繁忙。后来他认真学习，鲁肃再与他谈论军政，惊讶地说已非吴下阿蒙。吕蒙答士别三日，即更刮目相待。吕蒙的变化让鲁肃吃惊，也让这句话有了很朴素的意思：人认真学了，就不能再按旧眼光看。,《三国志》,吕蒙传裴注,https://ctext.org/sanguozhi/zh,official_history,,,吕蒙|鲁肃|孙权,建业,江苏省南京市,118.796,32.06,city,小学,小学|初中,6,verified,地点取孙吴政权核心建业
anecdote_0040,曹魏,魏晋南北朝,220,7400,220年,approx,220,220,chengyu,七步成诗,七步成诗,曹植七步内作诗，借豆萁相煎回应曹丕逼迫。,曹丕称帝后，传说他命弟弟曹植七步内成诗，否则治罪。曹植走了几步，吟出煮豆燃豆萁，豆在釜中泣的诗句。七步成诗后来指才思敏捷，也带着兄弟相逼的悲意。曹植诗里的豆和豆萁同根而生，却在锅下相煎，所以这首诗总带着兄弟相逼的痛感。,《世说新语》,文学,https://ctext.org/shi-shuo-xin-yu/zh,literary_collection,,polity_0075,曹丕|曹植,洛阳,河南省洛阳市,112.454,34.6197,city,小学,小学|初中,6,verified,地点取曹魏都城洛阳
anecdote_0041,西晋,魏晋南北朝,300,7410,300年前后,approx,290,310,chengyu,洛阳纸贵,洛阳纸贵,左思写成《三都赋》，洛阳人争相传抄。,西晋左思多年写成《三都赋》，文章流传后，洛阳人争着抄写，一时纸价上涨。洛阳纸贵后来指作品流行，传抄阅读的人很多。这个故事也能看见魏晋文士的声名传播。纸价上涨也许带着夸张，却很好地写出一篇文章在京城文人之间迅速传开的热度。,《晋书》,左思传,https://zh.wikisource.org/wiki/晉書,official_history,,,左思,洛阳,河南省洛阳市,112.454,34.6197,city,初中,小学|初中,6,verified,地点取西晋都城洛阳
anecdote_0042,西晋,魏晋南北朝,310,7420,310年前后,approx,300,320,chengyu,闻鸡起舞,闻鸡起舞,祖逖和刘琨半夜听见鸡鸣，起身练剑自勉。,西晋末年，祖逖和刘琨同住，夜半听见鸡鸣。祖逖说这不是恶声，便叫刘琨起床舞剑。两人借清晨练剑磨砺志向。闻鸡起舞后来指有志之人及时奋发。鸡鸣本是寻常声音，祖逖却把它听成提醒自己的钟声，故事因此很适合放在乱世背景里看。,《晋书》,祖逖传,https://zh.wikisource.org/wiki/晉書,official_history,,,祖逖|刘琨,司州,河南省洛阳市一带,112.454,34.6197,region,小学,小学|初中,6,verified,地点按祖逖早年活动区域近似
anecdote_0043,东晋,魏晋南北朝,353,7430,353年前后,approx,350,360,chengyu,入木三分,入木三分,王羲之书法力透木板，被后人称作入木三分。,东晋王羲之书法有名。传说工匠削去他写过字的木板，发现墨迹已经渗入木中三分。入木三分后来既说笔力深厚，也说议论见解深刻透彻。传说难免夸张，但它抓住了王羲之书法在后人心中的力量感，所以一直被保留下来。,《书断》,王羲之,https://zh.wikisource.org/wiki/書斷,literary_collection,,polity_0005,王羲之,会稽,浙江省绍兴市,120.582,29.997,city,小学,小学|初中,6,verified,地点取王羲之会稽活动地
