location_id,name,aliases,category,icon_key,importance_level,display_priority,start_year,end_year,active_years_raw,related_event_ids,related_anecdote_ids,related_polity_ids,related_people,historical_name,modern_name,modern_admin_units_raw,longitude,latitude,location_precision,location_confidence_score,strategic_summary,historical_significance,source_titles,source_urls,source_type,confidence_note,review_status,review_note
strategic_0012,平型关,瓶形寨|平型岭关,pass,gate,4,2,1370,1945,1937,,,,"",平型关,山西省大同市灵丘县与繁峙县交界一带,山西省大同市灵丘县,113.969,39.352,region,80,晋东北长城关隘与山地交通节点。,平型关因1937年平型关战斗成为抗战早期重要象征，地理上扼太行恒山间通道。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Second Sino-Japanese War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Second-Sino-Japanese-War,historical_atlas|secondary_reference,坐标按平型关战斗纪念地与关口区域近似。,verified,近代战役与古关叠合点。
strategic_0013,嘉峪关,天下雄关|嘉峪山关,frontier_gate,gate,5,1,1372,1912,1372|1517,,,,"",嘉峪关,甘肃省嘉峪关市峪泉镇,甘肃省嘉峪关市,98.225,39.801,exact,90,明长城西端最著名关城，扼河西走廊西口。,嘉峪关是明代西北边防体系的象征性节点，连接河西走廊交通、屯戍和边防治理。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Great Wall of China,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/topic/Great-Wall-of-China,historical_atlas|secondary_reference,坐标取嘉峪关关城核心区。,verified,河西走廊西端锁钥。
strategic_0014,玉门关,小方盘城|玉门,frontier_gate,gate,4,2,-121,900,-121|73|640,,,,"",玉门关,甘肃省敦煌市西北小方盘城遗址,甘肃省酒泉市敦煌市,93.865,40.354,exact,84,汉唐西域交通与边防的重要关口。,玉门关是丝绸之路北道出入敦煌的象征性门户，见证汉唐对西域交通和边防的经营。,CHGIS中国历史地理信息系统|《中国历史地图集》|《汉书》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/han-shu/zh,historical_atlas|classic_text,坐标取小方盘城遗址，汉玉门关具体学术定位仍有讨论。,verified,西域门户核心点。
strategic_0015,阳关,阳关故址|阳关道,frontier_gate,gate,4,2,-121,900,-121|640,,,,"",阳关,甘肃省敦煌市阳关镇一带,甘肃省酒泉市敦煌市,94.055,39.935,region,82,丝绸之路南道出敦煌的关口。,阳关与玉门关共同构成敦煌通西域的两大门户，历史记忆中“西出阳关”承载交通与边塞意象。,CHGIS中国历史地理信息系统|《中国历史地图集》|《汉书》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/han-shu/zh,historical_atlas|classic_text,坐标按阳关故址区域近似。,verified,西域门户核心点。
strategic_0016,井陉,井陉口|太行井陉,mountain_corridor,route,4,2,-770,1912,-204|756|1937,,,,"",井陉,河北省石家庄市井陉县一带,河北省石家庄市井陉县,114.144,38.033,region,78,太行八陉之一，连接华北平原与山西高原。,井陉因韩信背水一战和历代晋冀交通而著名，是穿越太行山的经典军事通道。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_atlas|classic_text,井陉为通道而非单点，坐标取井陉县城附近作区域落点。,verified,山地廊道以区域点表示。
strategic_0017,孟津,盟津|河阳津,river_crossing,bridge,4,2,-1046,1912,-1046|-206,,,,"",孟津,河南省洛阳市孟津区黄河南岸一带,河南省洛阳市孟津区,112.436,34.826,region,78,洛阳北侧黄河渡口群，是中原政治中心北渡要点。,孟津在武王伐纣会盟记忆、东汉洛阳北防和黄河交通中长期具有渡口意义。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_atlas|classic_text,黄河古渡迁徙显著，坐标取孟津区黄河南岸近似。,verified,黄河渡口以区域点表示。
strategic_0018,蒲津渡,蒲坂津|风陵渡,river_crossing,bridge,4,2,-221,1912,-206|756|1126,,,,"",蒲津渡,山西省运城市永济市蒲州镇黄河渡口一带,山西省运城市永济市,110.303,34.845,region,78,黄河中游连接关中与河东的重要渡口。,蒲津渡与蒲州城控制关中河东往来，唐宋交通和军事调度中多次出现。,CHGIS中国历史地理信息系统|《中国历史地图集》|《资治通鉴》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/zizhi-tongjian/zh,historical_atlas|classic_text,黄河渡口位置随河道变化，坐标取蒲州古城黄河岸附近。,verified,黄河渡口以区域点表示。
strategic_0019,采石矶,牛渚矶|采石渡,river_crossing,bridge,4,2,300,1912,1161|1368,,,,"",采石矶,安徽省马鞍山市雨山区采石街道,安徽省马鞍山市,118.482,31.682,exact,82,长江下游江防和渡江节点。,采石矶因南宋采石之战和明初渡江作战而著名，是南京上游长江防线的重要节点。,CHGIS中国历史地理信息系统|《中国历史地图集》|《宋史》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/song-shi/zh,historical_atlas|classic_text,坐标取采石矶江岸核心区。,verified,长江江防节点。
strategic_0020,白沟河,界河白沟|宋辽白沟,river_crossing,bridge,3,3,900,1125,1005,,,,"",白沟河,河北省保定市高碑店市白沟镇一带,河北省保定市,116.036,39.139,region,70,华北平原北缘的宋辽边界水系与交通节点。,白沟河在澶渊之盟后成为宋辽边界叙事中的重要地理符号，体现平原水系对军事边界的约束。,CHGIS中国历史地理信息系统|《中国历史地图集》|《宋史》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/song-shi/zh,historical_atlas|classic_text,水系与边界范围较宽，坐标取白沟镇附近作为区域落点。,verified,边界水系以区域点表示。
strategic_0021,牧野,牧野之战战场,battlefield,crossed-swords,5,1,-1046,-1046,-1046,event_0001,,polity_0129,周武王|商纣王,牧野,河南省新乡市淇县一带,河南省新乡市淇县,114.4737,35.3989,region,83,商周决战主战场，位于殷都朝歌附近的华北平原通道。,牧野之战标志商周鼎革，是现有 v03 时间轴的开端性事件之一，地理上体现殷都外围平原决战条件。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_event|classic_text,坐标沿用 v03 事件主发生点，按区域定位。,verified,与 event_0001 对齐。
strategic_0022,城濮,城濮之战战场,battlefield,crossed-swords,4,2,-632,-632,-632,,anecdote_0004,polity_0073|polity_0084,晋文公|楚成王,城濮,山东省菏泽市鄄城县西南一带,山东省菏泽市鄄城县,115.500,35.550,region,78,晋楚争霸关键战场，位于黄河南岸平原交通区域。,城濮之战奠定晋文公霸业，“退避三舍”的典故也使该地点兼具军事与文化记忆。,CHGIS中国历史地理信息系统|《中国历史地图集》|《左传》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/chun-qiu-zuo-zhuan/zh,historical_atlas|classic_text,坐标沿用 v03 典故地点，按传统战场区域定位。,verified,与 anecdote_0004 对齐。
strategic_0023,长平,长平之战战场,battlefield,crossed-swords,5,1,-260,-260,-260,supp_m260_changping,anecdote_0018,polity_0109|polity_0144,白起|赵括,长平,山西省高平市一带,山西省晋城市高平市,112.930,35.800,region,80,秦赵战略决战区域，位于上党通道南部。,长平之战削弱赵国并加速秦统一进程，“纸上谈兵”典故又强化了此地的历史教育意义。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_event|classic_text,坐标沿用 v03 事件与典故区域点。,verified,与 supp_m260_changping 和 anecdote_0018 对齐。
strategic_0024,巨鹿,巨鹿之战战场,battlefield,crossed-swords,4,2,-207,-207,-207,supp_m207_julu,anecdote_0021,,项羽,巨鹿,河北省邢台市平乡县巨鹿县一带,河北省邢台市,115.030,37.060,region,78,秦末主力决战区域，位于冀南平原。,巨鹿之战使秦军主力崩溃并塑造项羽军事威望，“破釜沉舟”典故即依附于此战。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_event|classic_text,坐标沿用 v03 事件与典故区域点。,verified,与 supp_m207_julu 和 anecdote_0021 对齐。
strategic_0025,垓下,垓下之战战场,battlefield,crossed-swords,4,2,-202,-202,-202,supp_m202_gaixia,,,刘邦|项羽|韩信,垓下,安徽省蚌埠市固镇县一带,安徽省蚌埠市固镇县,117.320,33.180,region,76,楚汉战争终局战场，处淮北平原交通地带。,垓下之战结束楚汉相争，项羽败亡与汉王朝建立前夜的叙事均集中于此。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_event|classic_text,坐标沿用 v03 事件区域点。,verified,与 supp_m202_gaixia 对齐。
strategic_0026,官渡,官渡之战战场,battlefield,crossed-swords,5,1,200,200,200,supp_p200_guandu,,polity_0006,曹操|袁绍,官渡,河南省郑州市中牟县一带,河南省郑州市中牟县,114.020,34.720,region,79,黄河南岸粮道与军镇节点，决定东汉末北方归属。,官渡之战改变曹操袁绍力量对比，是三国形成前的重要转折，地理上关联黄河南岸交通和后勤线。,CHGIS中国历史地理信息系统|《中国历史地图集》|《资治通鉴》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/zizhi-tongjian/zh,historical_event|classic_text,坐标沿用 v03 事件区域点。,verified,与 supp_p200_guandu 对齐。
strategic_0027,赤壁,赤壁之战战场|乌林赤壁,battlefield,crossed-swords,5,1,208,208,208,event_0020,anecdote_0038,polity_0006|polity_0127,曹操|刘备|孙权|周瑜,赤壁,湖北省赤壁市一带,湖北省咸宁市赤壁市,113.900,29.720,region,78,长江中游水陆决战区域，控制江汉与江东联系。,赤壁之战阻止曹操南下并促成三国鼎立，文学典故与正史事件在此需区分展示。,CHGIS中国历史地理信息系统|《中国历史地图集》|《三国志》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/sanguozhi/zh,historical_event|classic_text,坐标沿用 v03 事件区域点，赤壁具体地点有多种传统说法。,verified,与 event_0020 和 anecdote_0038 对齐。
strategic_0028,夷陵,猇亭|夷陵之战战场,battlefield,crossed-swords,4,2,222,222,222,supp_p222_yiling,,polity_0127|polity_0002,刘备|陆逊,夷陵,湖北省宜昌市夷陵区,湖北省宜昌市,111.290,30.700,region,78,长江三峡东口和蜀汉东出江汉的关键区域。,夷陵之战使蜀汉东向攻势受挫，体现三峡出口与江陵方向交通线的战略约束。,CHGIS中国历史地理信息系统|《中国历史地图集》|《资治通鉴》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/zizhi-tongjian/zh,historical_event|classic_text,坐标沿用 v03 事件区域点。,verified,与 supp_p222_yiling 对齐。
strategic_0029,淝水,淝水之战战场,battlefield,crossed-swords,5,1,383,383,383,event_0025,,polity_0005|polity_0021,谢玄|苻坚,淝水,安徽省淮南市寿县一带,安徽省淮南市寿县,116.784,32.577,region,78,淮河流域北南对峙的决战区域。,淝水之战阻止前秦统一南方并维持东晋政权，是魏晋南北朝格局的重要分水岭。,CHGIS中国历史地理信息系统|《中国历史地图集》|《晋书》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://zh.wikisource.org/wiki/晉書,historical_event|classic_text,坐标沿用 v03 事件区域点。,verified,与 event_0025 对齐。
strategic_0030,台儿庄,台儿庄战役战场,battlefield,crossed-swords,5,1,1938,1938,1938,supp_p1938_taierzhuang,,polity_0187|polity_0188,,台儿庄,山东省枣庄市台儿庄区,山东省枣庄市台儿庄区,117.7342,34.5636,city,84,津浦铁路与运河交会附近的抗战重大战场。,台儿庄战役是全面抗战初期的重要胜利，地理上依托鲁南交通和运河城镇防御。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Second Sino-Japanese War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Second-Sino-Japanese-War,historical_event|secondary_reference,坐标沿用 v03 事件城市点。,verified,与 supp_p1938_taierzhuang 对齐。
strategic_0031,卢沟桥,芦沟桥| Marco Polo Bridge,river_crossing,bridge,5,1,1189,1949,1937,supp_p1937_marco_polo,,polity_0187|polity_0188,,卢沟桥,北京市丰台区宛平城一带,北京市丰台区,116.213,39.849,exact,88,北京西南永定河渡桥与宛平城军事节点。,卢沟桥事变标志全面抗战爆发，桥梁与宛平城共同构成近代战争爆发点的地理场景。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Second Sino-Japanese War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Second-Sino-Japanese-War,historical_event|secondary_reference,坐标沿用 v03 事件点并取卢沟桥宛平城区域。,verified,与 supp_p1937_marco_polo 对齐。
strategic_0032,锦州,锦州城|辽沈战役锦州,battlefield,crossed-swords,5,1,1948,1948,1948,supp_p1948_liaoshen_start|supp_p1948_jinzhou_taken,,polity_0188|polity_0191,,锦州,辽宁省锦州市,辽宁省锦州市,121.127,41.095,city,86,辽西走廊咽喉，控制东北与华北的陆路联系。,1948年锦州易手切断东北国民政府军退路，是辽沈战役和国共内战控制区转折的关键城市。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Chinese Civil War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Chinese-Civil-War,historical_event|secondary_reference,坐标沿用 v03 事件城市点。,verified,与 1948 年辽沈战役事件对齐。
strategic_0033,徐州,彭城|淮海战役徐州,transport_hub,junction,5,1,-206,1949,-206|1938|1948,,,,"",徐州,江苏省徐州市,江苏省徐州市,117.284,34.205,city,86,华东华北交界的铁路与古交通枢纽。,徐州自古为兵家必争之地，连接黄淮平原与运河交通，近代津浦陇海铁路交会使其在徐州会战和淮海战役中居于核心位置。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Chinese Civil War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Chinese-Civil-War,historical_atlas|secondary_reference,坐标取徐州市中心，作为交通枢纽城市点。,verified,铁路枢纽与古战场综合点。
strategic_0034,南京长江渡口,建康江防|南京江防,river_crossing,bridge,5,1,229,1949,589|1368|1949,,,,"",南京长江渡口,江苏省南京市长江沿岸,江苏省南京市,118.796,32.060,city,82,下游长江天险与南京城防结合的渡江节点。,南京作为多朝都城长期依托长江防线，1949年渡江战役又使这一江防节点成为政权控制转换标志。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Chinese Civil War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Chinese-Civil-War,historical_atlas|secondary_reference,渡江作战线非单点，坐标取南京主城区江岸近似。,verified,长江江防节点。
strategic_0035,北平天津走廊,平津战役核心区|京津通道,transport_hub,junction,4,2,1400,1949,1900|1937|1948,,,,"",北平天津走廊,北京市至天津市之间交通走廊,北京市|天津市,116.800,39.600,region,72,华北平原北部连接京师与海港的交通走廊。,京津通道连接政治中心和渤海门户，近代铁路与平津战役都体现其对华北控制权的影响。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Chinese Civil War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Chinese-Civil-War,historical_atlas|secondary_reference,走廊型地点以中点坐标表示，非单一遗址。,verified,交通廊道以区域点表示。
strategic_0036,鸿门,鸿门宴故地,cultural_allusion,scroll,4,2,-206,-206,-206,,anecdote_0022,,刘邦|项羽|范增|樊哙,鸿门,陕西省西安市临潼区新丰一带,陕西省西安市临潼区,109.220,34.420,region,78,关中东部门户附近的楚汉政治危机地点。,鸿门宴虽是宴会叙事，却发生在入关后楚汉军事力量对峙背景下，体现关中控制权初定时的战略紧张。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,anecdote|classic_text,坐标沿用 v03 典故地点，按传统落点近似。,verified,与 anecdote_0022 对齐。
strategic_0037,隆中,古隆中|三顾茅庐故地,cultural_allusion,scroll,4,2,207,207,207,,anecdote_0037,polity_0127,刘备|诸葛亮,隆中,湖北省襄阳市襄城区隆中,湖北省襄阳市襄城区,112.040,32.010,region,76,襄阳外围山地隐居地，也是三国战略构想的文化场景。,隆中对将荆州益州和北伐路线纳入蜀汉战略想象，地点本身连接汉水襄阳交通与三国政治叙事。,CHGIS中国历史地理信息系统|《中国历史地图集》|《三国志》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/sanguozhi/zh,anecdote|classic_text,坐标沿用 v03 典故地点，按隆中传统区域定位。,verified,与 anecdote_0037 对齐。
strategic_0038,大梁,汴梁|开封,fortress_city,shield,4,2,-361,1912,-354|960|1127,,anecdote_0009,polity_0165,孙膑|庞涓,大梁,河南省开封市,河南省开封市,114.3076,34.7972,city,84,黄河南岸平原都城与运河交通节点。,大梁既是战国魏都，也是北宋东京开封前身，因平原水网和黄河运河交通而兼具都城、交通与军事防御意义。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,anecdote|historical_atlas,坐标沿用 v03 典故地点及开封城市点。,verified,与 anecdote_0009 对齐。
strategic_0039,临淄,齐都临淄,fortress_city,shield,4,2,-1046,-221,-685|-284,,,polity_0167,齐桓公|田单,临淄,山东省淄博市临淄区,山东省淄博市临淄区,118.300,36.817,city,84,齐国长期都城和山东半岛西部交通节点。,临淄城规模与交通位置使齐国长期拥有东方强国基础，战国齐燕攻防和齐文化传播均与此相关。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_atlas|classic_text,坐标取临淄城区与齐故城范围近似。,verified,重要都城防御节点。
