polity_id,macro_period,dynasty_name,polity_name,polity_aliases,polity_display_name,polity_name_disambiguation,polity_name_review_status,polity_name_risk_flags,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,v02_row_count,v02_actual_min_year,v02_actual_max_year,v02_actual_years,merged_from_v02_contexts
polity_eur_0011,铁器时代,Geometric Greece,Greek Dark Age,Geometric period,希腊黑暗时代,,verified,,tribal_confederations,-1100,公元前1100年,-800,公元前800年,公元前1100年-公元前800年,year,希腊大陆与爱琴海岛屿；文字消失、人口下降。,GRC,,,,Greek,,,Greek archaic city-states,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,60,"Post-Mycenaean collapse, before alphabet adoption; not a centralized polity.",BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0012,铁器时代,Phoenician,Phoenician City-States (homeland),Tyre|Sidon|Byblos,腓尼基城邦（黎凡特本土）,,verified,,city_state_federation,-1200,公元前1200年,-332,公元前332年,公元前1200年-公元前332年,year,黎凡特沿海（推罗、西顿、比布鲁斯、贝鲁特）；海上贸易帝国母邦。,LBN|SYR|ISR,,,,Semitic Canaanite,,,"Persian, then Hellenistic",Encyclopaedia Britannica: Carthage,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,,72,"Listed for completeness; Phoenician homeland in Levant, contemporaneous with Greek archaic.",BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0013,铁器时代,Magonid / Barcid,Carthage (Phoenician Colony to Punic Republic),Qart-ḥadašt|Carthago,迦太基（腓尼基殖民地到布匿共和国）,,verified,,republic,-814,公元前814年,-146,公元前146年,公元前814年-公元前146年,year,北非现突尼斯；最大殖民帝国控制西地中海。,TUN|DZA|ESP|ITA,Carthage,Carthage,"Magonid family, Barcid family",Phoenician,(legendary) Dido / Elissa,Hasdrubal (last Punic War general),"Roman Republic (Third Punic War, 146 BCE)",Encyclopaedia Britannica: Carthage,https://www.britannica.com/place/Carthage-ancient-city-Tunisia,,85,Founded c. 814 BCE per Phoenician tradition; destroyed 146 BCE by Rome.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0014,古风时代,Athenian,Athens (Archaic Period),Athenai,雅典（古风时代）,,verified,,city_state,-753,公元前753年,-508,公元前508年,公元前753年-公元前508年,year,阿提卡半岛；以雅典卫城为政治宗教中心。,GRC,Athens,Athens,,Greek,(legendary) Theseus,,"Classical Athens (Cleisthenes reforms, 508 BCE)",Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,72,"Pre-democratic Athens; archon system, Solon and Peisistratus reforms.",BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0015,古风时代,Spartan,Sparta (Archaic-Classical),Lacedaemon,斯巴达,,verified,,dual_monarchy,-700,公元前700年,-371,公元前371年,公元前700年-公元前371年,year,拉科尼亚平原；以严格军事社会与双王制著称。,GRC,Sparta,Sparta,Agiad and Eurypontid royal houses,Doric Greek,,,Decline after Battle of Leuctra (371 BCE),Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,78,Dual kingship; rule by gerousia and apella; dominant land power until 371 BCE.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0016,古风时代,Bacchiadae / Cypselid,Corinth (Archaic),Korinthos,科林斯,,verified,,city_state,-750,公元前750年,-146,公元前146年,公元前750年-公元前146年,year,伊斯特摩斯地峡；连接伯罗奔尼撒与希腊大陆，重要海上贸易枢纽。,GRC,Corinth,Corinth,,Doric Greek,,,Roman destruction 146 BCE,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,72,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0017,古风时代,Theban,Thebes (Boeotia),Thebai,底比斯（维奥蒂亚）,,verified,,city_state,-1100,公元前1100年,-335,公元前335年,公元前1100年-公元前335年,year,希腊中部维奥蒂亚平原；维奥蒂亚同盟领袖。,GRC,Thebes,Thebes,,Aeolic Greek,,,Destroyed by Alexander 335 BCE,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,70,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0018,古风时代,Milesian,Miletus,Miletos,米利都,,verified,,city_state,-1000,公元前1000年,-494,公元前494年,公元前1000年-公元前494年,year,安纳托利亚西海岸，爱奥尼亚同盟核心，前苏格拉底哲学发源。,TUR,Miletus,Miletus,,Ionian Greek,,,Sacked by Persians 494 BCE during Ionian Revolt,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,68,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0019,古风时代,Roman Kings,Roman Kingdom,Regnum Romanum,罗马王政时期,,verified,,kingdom,-753,公元前753年,-509,公元前509年,公元前753年-公元前509年,year,拉丁姆罗马城；据传由七王统治。,ITA,Rome,Rome,Seven Kings of Rome (legendary),Latin,"Romulus (legendary, 753 BCE)",Tarquinius Superbus (expelled 509 BCE),Roman Republic,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,,55,Founding date 753 BCE per Varronian chronology; first four kings considered legendary.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0020,古风时代,Etruscan,Etruscan League (Dodecapolis),Etrusci|Tusci,埃特鲁里亚十二城联盟,,verified,,city_state_federation,-800,公元前800年,-264,公元前264年,公元前800年-公元前264年,year,意大利中部托斯卡纳/拉齐奥北部；十二座城邦松散联盟。,ITA,,,,Etruscan (pre-Indo-European),,,Roman conquest,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,68,"Loose religious-political federation; cities include Veii, Tarquinia, Volsinii, Caere.",BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0021,古风时代,Hallstatt,Hallstatt Celts,Early Celtic culture,哈尔施塔特凯尔特文化,,verified,,tribal_culture,-800,公元前800年,-450,公元前450年,公元前800年-公元前450年,year,中欧多瑙河上游、东法兰西；以盐矿与铁器工艺著称。,AUT|DEU|CHE|FRA|CZE,,,,Celtic,,,La Tène culture,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,,58,Iron Age culture; transitions to La Tène c. 450 BCE.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0022,古风时代,Scythian,Scythian Kingdom (Pontic Steppe),Scythians|Sakas,斯基泰王国（黑海草原）,,verified,,nomadic_kingdom,-700,公元前700年,-200,公元前200年,公元前700年-公元前200年,year,黑海北岸草原；游牧民族强权，与希腊殖民地交界。,UKR|RUS|MDA|ROU,,,,Indo-Iranian,,,Sarmatian displacement,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,,62,Pontic Scythian polity; included for vEuropean coverage as Black Sea frontier neighbor.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0023,古风时代,Odrysian,Odrysian Kingdom (Thracians),Thracians,奥德里西亚（色雷斯）王国,,verified,,kingdom,-480,公元前480年,-46,公元前46年,公元前480年-公元前46年,year,色雷斯（保加利亚现境内）；与马其顿、雅典周旋。,BGR|GRC|TUR,,,,Thracian,,,Roman Thracia province (46 CE),Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,,65,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0024,古风时代,Illyrian dynasts,Illyrian Kingdoms,Illyrians,伊利里亚诸王国,,verified,,tribal_kingdoms,-400,公元前400年,-168,公元前168年,公元前400年-公元前168年,year,亚得里亚海东岸（现阿尔巴尼亚、克罗地亚南、黑山）。,ALB|HRV|MNE|BIH,,,,Illyrian,,,Roman conquest 168 BCE,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,,62,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0025,古风时代,Celtiberian tribes,Celtiberian Confederations,Celtiberi,塞尔特伊比利亚部落联盟,,verified,,tribal_confederations,-500,公元前500年,-19,公元前19年,公元前500年-公元前19年,year,伊比利亚半岛中北部；凯尔特人与本地伊比利亚人融合。,ESP,,,,Celtiberian,,,Roman conquest under Augustus,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,60,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0026,古典时代,Athenian democracy,Classical Athens,Athenai|Demos Athēnaion,古典雅典,,verified,,democratic_city_state,-508,公元前508年,-322,公元前322年,公元前508年-公元前322年,year,阿提卡；希波战争后建立提洛同盟海上帝国。,GRC,Athens,Athens,Cleisthenic democracy (no dynasty),Ionian Greek,Cleisthenes (508 BCE reforms),,Macedonian hegemony after Chaeronea,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,88,Democratic period from Cleisthenes reforms to Lamian War end.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0027,古典时代,Argead,Kingdom of Macedonia (Argead),Makedonia,马其顿王国（阿基德王朝）,,verified,,kingdom,-700,公元前700年,-310,公元前310年,公元前700年-公元前310年,year,希腊北部马其顿地区；菲利普二世与亚历山大大帝建立希腊化帝国。,GRC|MKD|BGR,Pella,Pella,Argead dynasty,Macedonian Greek,Caranus (legendary),Alexander IV (assassinated 310 BCE),Antigonid Macedonia,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0028,希腊化时代,Antigonid,Antigonid Macedonia,Antigonids,安提柯王朝马其顿,,verified,,kingdom,-276,公元前276年,-168,公元前168年,公元前276年-公元前168年,year,马其顿核心；与罗马多次马其顿战争。,GRC|MKD,Pella,Pella,Antigonid dynasty,Macedonian Greek,Antigonus II Gonatas,Perseus (captured at Pydna 168 BCE),Roman province of Macedonia,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0029,希腊化时代,Seleucid,Seleucid Empire,Basileia tōn Seleukidōn,塞琉古帝国,,verified,,empire,-312,公元前312年,-63,公元前63年,公元前312年-公元前63年,year,西到小亚细亚，东达印度边境；亚历山大帝国东半部主要继业者。,TUR|SYR|IRQ|IRN,Antioch,Antioch,Seleucid dynasty,Macedonian Greek elite,Seleucus I Nicator,Philip II Philoromaeus,Roman Syria 63 BCE,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0030,希腊化时代,Ptolemaic,Ptolemaic Egypt,Lagid dynasty,托勒密埃及,,verified,,kingdom,-305,公元前305年,-30,公元前30年,公元前305年-公元前30年,year,埃及尼罗河谷；亚历山大里亚为希腊化世界最大文化中心。,EGY|LBY|CYP,Alexandria,Alexandria,Ptolemaic dynasty,Macedonian Greek elite,Ptolemy I Soter,Cleopatra VII,Roman Egypt 30 BCE,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,86,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0031,希腊化时代,Attalid,Kingdom of Pergamon (Attalid),Pergamene,帕加马（阿塔利德王朝）,,verified,,kingdom,-281,公元前281年,-133,公元前133年,公元前281年-公元前133年,year,安纳托利亚西部；以图书馆与雕塑闻名。,TUR,Pergamon,Pergamon,Attalid dynasty,Macedonian Greek elite,Philetaerus,Attalus III (bequeathed kingdom to Rome 133 BCE),Roman province of Asia,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,80,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0032,古典时代,Senatus Populusque Romanus,Roman Republic,Res Publica Romana|SPQR,罗马共和国,,verified,,republic,-509,公元前509年,-27,公元前27年,公元前509年-公元前27年,year,从拉丁姆扩张至整个地中海；最终演变为罗马帝国。,ITA|FRA|ESP|PRT|GRC|TUR|EGY|TUN|LBY|DZA|MAR|GBR|HRV|SVN|MKD|ALB|BGR|ROU,Rome,Rome,Senatorial oligarchy / consular rotation,Latin / Italic,Lucius Junius Brutus (509 BCE expulsion of kings),"Octavian (Augustus, ended Republic 27 BCE)",Roman Empire,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0033,古典时代,"Julio-Claudian, Flavian, Antonine, Severan",Roman Empire (Principate),Imperium Romanum,罗马帝国（元首制）,,verified,,empire,-27,公元前27年,284,284年,公元前27年-284年,year,地中海全境、不列颠、莱茵-多瑙边境、近东。,ITA|FRA|ESP|PRT|GRC|TUR|EGY|TUN|LBY|DZA|MAR|GBR|HRV|SVN|MKD|ALB|BGR|ROU|SRB|BIH|CHE|AUT|HUN|DEU|BEL|NLD|LUX|SYR|LBN|ISR|JOR|IRQ|MDA,Rome,Rome,Julio-Claudian → Flavian → Nerva-Antonine → Severan,Roman,Augustus (Octavian),Carinus (assassinated 285 CE before Diocletian's reforms),"Roman Dominate (Diocletian, 284 CE)",Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0034,古典时代,Diocletianic / Constantinian,Roman Empire (Dominate),Late Roman Empire,罗马帝国（君主制）,,verified,,empire,284,284年,395,395年,284年-395年,year,戴克里先四帝共治改革后的晚期罗马帝国，最终东西分治。,ITA|FRA|ESP|PRT|GRC|TUR|EGY|TUN|LBY|DZA|MAR|GBR|HRV|SVN|MKD|ALB|BGR|ROU|SRB|BIH|CHE|AUT|HUN|DEU|BEL|NLD|LUX|SYR|LBN|ISR|JOR,Rome,Rome,Tetrarchy → Constantinian → Valentinian → Theodosian,Roman,Diocletian,Theodosius I (last to rule both halves),Western Roman Empire / Eastern Roman (Byzantine),Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0035,古典时代,Theodosian / Valentinian III,Western Roman Empire,Imperium Romanum Occidentale,西罗马帝国,,verified,,empire,395,395年,476,476年,395年-476年,year,西部行省：意大利、高卢、不列颠、伊比利亚、北非西半。,ITA|FRA|ESP|PRT|GBR|TUN|DZA|MAR|CHE|AUT|DEU|BEL|NLD|LUX,Ravenna,Ravenna,"Theodosian dynasty, later puppet emperors",Roman,Honorius (first separate Western emperor),Romulus Augustulus (deposed by Odoacer 476),Odoacer's kingdom / Ostrogothic Italy,Encyclopaedia Britannica: Roman Empire,https://www.britannica.com/place/Roman-Empire,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0036,古典时代,Theodosian / Justinian / Heraclian,Eastern Roman Empire (early Byzantine),Basileia Rhōmaiōn,东罗马帝国（早期拜占庭）,,verified,,empire,395,395年,717,717年,395年-717年,year,希腊、巴尔干、安纳托利亚、黎凡特、埃及，后失东方诸省。,GRC|TUR|BGR|MKD|ALB|SRB|MNE|HRV|EGY|SYR|LBN|ISR|JOR|LBY|TUN|ITA,Constantinople,Constantinople,Theodosian → Leonid → Justinian → Heraclian,Greco-Roman,Arcadius,,Middle Byzantine (Iconoclast era from 717),Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0037,古典时代,Amal dynasty,Ostrogothic Kingdom of Italy,Regnum Italiae,东哥特意大利王国,,verified,,kingdom,493,493年,553,553年,493年-553年,year,意大利全境；西罗马继承者，由查士丁尼东哥特战争消灭。,ITA|SVN|HRV,Ravenna,Ravenna,Amal dynasty,Ostrogoth,Theodoric the Great,Teia (killed at Mons Lactarius 553),Byzantine reconquest / Lombard invasion,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0038,古典时代,Visigothic,Visigothic Kingdom,Regnum Gothorum,西哥特王国,,verified,,kingdom,418,418年,711,711年,418年-711年,year,阿基坦与伊比利亚；最终为伊比利亚穆斯林征服。,ESP|PRT|FRA,Toledo,Toledo,Visigothic elective monarchy,Visigoth,Theodoric I,Roderic (killed at Guadalete 711),Al-Andalus (Umayyad Iberia),Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,80,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0039,古典时代,Hasdingi,Vandal Kingdom,Regnum Vandalorum,汪达尔王国,,verified,,kingdom,435,435年,534,534年,435年-534年,year,北非（迦太基为都）；曾洗劫罗马 455 年。,TUN|DZA|LBY,Carthage,Carthage,Hasdingi dynasty,Vandal,Genseric,Gelimer (defeated by Belisarius 534),Byzantine reconquest,Encyclopaedia Britannica: Ancient Rome,https://www.britannica.com/place/ancient-Rome,,80,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0040,古典时代,Merovingian,Merovingian Frankish Kingdom,Francia|Frankish Realm,墨洛温法兰克王国,,verified,,kingdom,481,481年,751,751年,481年-751年,year,高卢全境，从图尔奈扩展到整个莱茵-比利时-法国-德意志西部。,FRA|BEL|NLD|LUX|DEU|CHE,Tournai,Tournai,Merovingian dynasty,Frankish (Salian),Clovis I,Childeric III (deposed 751),Carolingian dynasty,Encyclopaedia Britannica: Frankish kingdom,https://www.britannica.com/place/Frankish-kingdom,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0041,古典时代,Anglo-Saxon,Anglo-Saxon Heptarchy,Seven Kingdoms,盎格鲁-撒克逊七国时代,,verified,,kingdoms_confederation,410,410年,927,927年,410年-927年,year,不列颠岛南半部；七大主要王国（肯特、苏塞克斯、韦塞克斯、埃塞克斯、东盎格利亚、麦西亚、诺森布里亚）。,GBR|GB-ENG,Winchester,Winchester,Multiple Anglo-Saxon dynasties,Anglo-Saxon,"Hengist & Horsa (legendary, 449)",,"Kingdom of England (Æthelstan, 927)",Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,,72,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0042,古典时代,Achaemenid,Achaemenid Persian Empire (European context),First Persian Empire,阿契美尼德波斯帝国（欧洲语境）,,verified,,empire,-550,公元前550年,-330,公元前330年,公元前550年-公元前330年,year,波斯本土加全部近东，西延至安纳托利亚色雷斯。,IRN|IRQ|SYR|TUR|EGY,,,Achaemenid,Persian,Cyrus the Great,Darius III (killed 330 BCE),Alexander's empire,Encyclopaedia Britannica: Achaemenian dynasty,https://www.britannica.com/topic/Achaemenian-dynasty,,85,Listed for vEuropean coverage as Persian Wars antagonist; primary coverage in vNearEast (future).,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0043,中古时代,Isaurian / Macedonian / Komnenian,Middle Byzantine Empire,Basileia Rhōmaiōn,中期拜占庭帝国,,verified,,empire,717,717年,1204,1204年,717年-1204年,year,希腊与安纳托利亚核心；马其顿王朝时期一度恢复至意大利南部与黎凡特。,GRC|TUR|BGR|MKD|ALB|SRB|MNE|HRV|CYP|ITA|SYR|LBN|ISR|JOR,Constantinople,Constantinople,Isaurian → Amorian → Macedonian → Doukas → Komnenos → Angelos,Greco-Roman,Leo III the Isaurian,Alexios V Doukas (Constantinople sacked 1204),Nicaean Empire / Latin Empire,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0044,中古时代,Carolingian,Carolingian Empire,Imperium Francorum,加洛林帝国,,verified,,empire,751,751年,887,887年,751年-887年,year,法兰西、低地、德意志西部、意大利北部、加泰罗尼亚边境。,FRA|DEU|BEL|NLD|LUX|CHE|AUT|ITA|ESP,Aachen,Aachen,Carolingian dynasty,Frankish,Pepin the Short (751),Charles the Fat (deposed 887),West Francia / East Francia / Lotharingia,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
