capital_event_id,polity_id,capital_name_historical,capital_name_modern,valid_from_year,valid_to_year,longitude,latitude,is_primary,event_type,location_precision,source_titles,source_urls,source_raw,confidence_score,confidence_note
capital_eur_0037,polity_eur_0052,Oslo,Oslo,1300,1397,10.7522,59.9139,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,80,City-level approximation for historical capital marker.
capital_eur_0038,polity_eur_0053,Roskilde,Roskilde,980,1416,12.0833,55.6422,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,80,City-level approximation for historical capital marker.
capital_eur_0039,polity_eur_0054,Uppsala,Uppsala,1100,1397,17.6389,59.8586,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,75,City-level approximation for historical capital marker.
capital_eur_0040,polity_eur_0055,Kiev,Kiev,882,1240,30.5234,50.4501,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0041,polity_eur_0059,Rome,Rome,754,1095,12.4964,41.9028,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0042,polity_eur_0062,Vienna,Vienna,1438,1806,16.3738,48.2082,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0043,polity_eur_0062,Prague,Prague,1346,1437,14.4378,50.0755,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,82,Under Luxembourg Emperor Charles IV.
capital_eur_0044,polity_eur_0063,Paris,Paris,987,1792,2.3522,48.8566,true,initial_capital,city,Encyclopaedia Britannica: France — History,https://www.britannica.com/place/France/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0045,polity_eur_0064,London,London,1066,1707,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0046,polity_eur_0065,Edinburgh,Edinburgh,1437,1707,-3.1883,55.9533,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0047,polity_eur_0066,Venice,Venice,810,1797,12.3155,45.4408,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0048,polity_eur_0067,Florence,Florence,1115,1532,11.2558,43.7696,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0049,polity_eur_0068,Genoa,Genoa,1099,1797,8.9463,44.4056,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0050,polity_eur_0069,Milan,Milan,1395,1796,9.19,45.4642,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0051,polity_eur_0070,Naples,Naples,1282,1816,14.2681,40.8518,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0052,polity_eur_0070,Palermo,Palermo,1130,1282,13.3614,38.1157,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0053,polity_eur_0071,Rome,Rome,1095,1870,12.4964,41.9028,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0054,polity_eur_0071,Avignon,Avignon,1309,1377,4.8059,43.9493,true,initial_capital,city,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,Capital coordinates from city-level geocoding.,88,Avignon papacy.
capital_eur_0055,polity_eur_0072,Burgos,Burgos,1035,1480,-3.7037,42.3439,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,82,City-level approximation for historical capital marker.
capital_eur_0056,polity_eur_0072,Toledo,Toledo,1085,1561,-4.0273,39.8628,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,82,City-level approximation for historical capital marker.
capital_eur_0057,polity_eur_0072,Madrid,Madrid,1561,1715,-3.7038,40.4168,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0058,polity_eur_0073,Saragossa,Saragossa,1118,1715,-0.8773,41.6488,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,82,City-level approximation for historical capital marker.
capital_eur_0059,polity_eur_0073,Barcelona,Barcelona,1137,1410,2.1734,41.3851,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,80,Catalan secondary capital.
capital_eur_0060,polity_eur_0074,Lisbon,Lisbon,1255,1910,-9.1393,38.7223,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0061,polity_eur_0075,Krakow,Krakow,1038,1596,19.945,50.0647,true,initial_capital,city,Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0062,polity_eur_0076,Vilnius,Vilnius,1323,1569,25.2797,54.6872,true,initial_capital,city,Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0063,polity_eur_0077,Esztergom,Esztergom,1000,1242,18.7406,47.7872,true,initial_capital,city,Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,Capital coordinates from city-level geocoding.,78,City-level approximation for historical capital marker.
capital_eur_0064,polity_eur_0077,Budapest,Budapest,1361,1918,19.0402,47.4979,true,initial_capital,city,Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,Capital coordinates from city-level geocoding.,85,Buda before 1873; Budapest formed by union of Buda+Pest+Óbuda.
capital_eur_0065,polity_eur_0078,Prague,Prague,1198,1918,14.4378,50.0755,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0066,polity_eur_0081,Copenhagen,Copenhagen,1397,1523,12.5683,55.6761,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0067,polity_eur_0084,Constantinople,Constantinople,1261,1453,28.9784,41.0082,true,initial_capital,city,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0068,polity_eur_0085,Bursa,Bursa,1326,1365,29.061,40.1828,true,initial_capital,city,Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0069,polity_eur_0085,Edirne,Edirne,1365,1453,26.5557,41.6771,true,initial_capital,city,Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0070,polity_eur_0086,Moscow,Moscow,1283,1547,37.6173,55.7558,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0071,polity_eur_0087,Sarai,Sarai,1240,1502,47.0667,47.7833,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,78,City-level approximation for historical capital marker.
capital_eur_0072,polity_eur_0088,Madrid,Madrid,1561,1700,-3.7038,40.4168,true,initial_capital,city,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0073,polity_eur_0089,Madrid,Madrid,1700,1808,-3.7038,40.4168,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0074,polity_eur_0090,Vienna,Vienna,1526,1804,16.3738,48.2082,true,initial_capital,city,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0075,polity_eur_0091,Constantinople,Constantinople,1453,1922,28.9784,41.0082,true,initial_capital,city,Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0076,polity_eur_0092,London,London,1485,1649,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0077,polity_eur_0093,London,London,1649,1660,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0078,polity_eur_0095,London,London,1707,1801,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0079,polity_eur_0096,The Hague,The Hague,1588,1795,4.3007,52.0705,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0080,polity_eur_0097,Krakow,Krakow,1569,1596,19.945,50.0647,true,initial_capital,city,Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0081,polity_eur_0097,Warsaw,Warsaw,1596,1795,21.0122,52.2297,true,initial_capital,city,Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0082,polity_eur_0098,Moscow,Moscow,1547,1712,37.6173,55.7558,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0083,polity_eur_0098,Saint Petersburg,Saint Petersburg,1712,1721,30.3351,59.9343,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,92,"Founded 1703, capital from 1712."
capital_eur_0084,polity_eur_0099,Saint Petersburg,Saint Petersburg,1721,1801,30.3351,59.9343,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0085,polity_eur_0100,Stockholm,Stockholm,1611,1721,18.0686,59.3293,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0086,polity_eur_0101,Copenhagen,Copenhagen,1523,1814,12.5683,55.6761,true,initial_capital,city,Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0087,polity_eur_0103,Berlin,Berlin,1525,1701,13.405,52.52,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0088,polity_eur_0104,Berlin,Berlin,1701,1918,13.405,52.52,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0089,polity_eur_0105,Florence,Florence,1569,1860,11.2558,43.7696,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0090,polity_eur_0106,Naples,Naples,1816,1861,14.2681,40.8518,true,initial_capital,city,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0091,polity_eur_0108,Paris,Paris,1792,1804,2.3522,48.8566,true,initial_capital,city,Encyclopaedia Britannica: French Revolution,https://www.britannica.com/event/French-Revolution,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0092,polity_eur_0109,Paris,Paris,1804,1814,2.3522,48.8566,true,initial_capital,city,Encyclopaedia Britannica: Napoleonic Wars,https://www.britannica.com/event/Napoleonic-Wars,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0093,polity_eur_0114,Paris,Paris,1870,1940,2.3522,48.8566,true,initial_capital,city,Encyclopaedia Britannica: France — History,https://www.britannica.com/place/France/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0094,polity_eur_0115,London,London,1801,1922,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,95,City-level approximation for historical capital marker.
capital_eur_0095,polity_eur_0116,Vienna,Vienna,1804,1867,16.3738,48.2082,true,initial_capital,city,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0096,polity_eur_0117,Vienna,Vienna,1867,1918,16.3738,48.2082,true,initial_capital,city,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0097,polity_eur_0117,Budapest,Budapest,1867,1918,19.0402,47.4979,true,initial_capital,city,Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,Capital coordinates from city-level geocoding.,92,Hungarian co-capital under Ausgleich.
capital_eur_0098,polity_eur_0118,Frankfurt,Frankfurt,1815,1866,8.6821,50.1109,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,85,City-level approximation for historical capital marker.
capital_eur_0099,polity_eur_0120,Berlin,Berlin,1871,1918,13.405,52.52,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,95,City-level approximation for historical capital marker.
capital_eur_0100,polity_eur_0121,Florence,Florence,1865,1871,11.2558,43.7696,true,initial_capital,city,Encyclopaedia Britannica: Italian unification,https://www.britannica.com/event/Italian-unification,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0101,polity_eur_0121,Rome,Rome,1871,1946,12.4964,41.9028,true,initial_capital,city,Encyclopaedia Britannica: Italian unification,https://www.britannica.com/event/Italian-unification,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0102,polity_eur_0122,Saint Petersburg,Saint Petersburg,1801,1917,30.3351,59.9343,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,95,City-level approximation for historical capital marker.
capital_eur_0103,polity_eur_0124,Constantinople,Constantinople,1908,1922,28.9784,41.0082,true,initial_capital,city,Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0104,polity_eur_0125,Athens,Athens,1834,1924,23.7275,37.9838,true,initial_capital,city,Encyclopaedia Britannica: Greek civilization,https://www.britannica.com/topic/ancient-Greek-civilization,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0105,polity_eur_0126,Belgrade,Belgrade,1815,1918,20.4612,44.7866,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0106,polity_eur_0127,Bucharest,Bucharest,1862,1947,26.1025,44.4268,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0107,polity_eur_0128,Sofia,Sofia,1879,1946,23.3219,42.6977,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
