location_id,name,aliases,category,icon_key,importance_level,display_priority,start_year,end_year,active_years_raw,related_event_ids,related_anecdote_ids,related_polity_ids,related_people,historical_name,modern_name,modern_admin_units_raw,longitude,latitude,location_precision,location_confidence_score,strategic_summary,historical_significance,source_titles,source_urls,source_type,confidence_note,review_status,review_note
strategic_ind_0011,Ujjain,,transport_hub,city,2,111,-600,1200,公元前600年-1200年,,,,,Ujjain,Ujjain,South Asia modern location; see source and coordinate note.,75.7849,23.1765,city,85,摩腊婆、贸易和天文文化传统中心。,摩腊婆、贸易和天文文化传统中心。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0012,Mathura,,transport_hub,city,2,112,-600,1200,公元前600年-1200年,,,,,Mathura,Mathura,South Asia modern location; see source and coordinate note.,77.6737,27.4924,city,85,北印度宗教、交通和政治节点。,北印度宗教、交通和政治节点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0013,Kannauj,,fortress_city,capital,2,113,600,1200,600年-1200年,,,,,Kannauj,Kannauj,South Asia modern location; see source and coordinate note.,79.918,27.0514,city,85,后笈多和早期中世纪北印度争夺焦点。,后笈多和早期中世纪北印度争夺焦点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0014,Nalanda,,cultural_allusion,monastery,2,114,400,1200,400年-1200年,,,,,Nalanda,Nalanda,South Asia modern location; see source and coordinate note.,85.4448,25.1357,city,85,佛教大学和跨区域学术网络象征。,佛教大学和跨区域学术网络象征。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0015,Kanchipuram,,fortress_city,capital,2,115,300,900,300年-900年,,,,,Kanchipuram,Kanchipuram,South Asia modern location; see source and coordinate note.,79.7036,12.8342,city,85,帕拉瓦和南印度宗教文化中心。,帕拉瓦和南印度宗教文化中心。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0016,Badami,,fortress_city,capital,2,116,543,753,543年-753年,,,,,Badami,Badami,South Asia modern location; see source and coordinate note.,75.6768,15.9149,city,85,巴达米遮娄其山地都城。,巴达米遮娄其山地都城。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0017,Manyakheta,,fortress_city,capital,2,117,753,982,753年-982年,,,,,Manyakheta,Manyakheta,South Asia modern location; see source and coordinate note.,77.1637,17.1745,city,85,罗湿陀罗拘陀政治中心。,罗湿陀罗拘陀政治中心。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0018,Thanjavur,,fortress_city,capital,2,118,850,1279,850年-1279年,,,,,Thanjavur,Thanjavur,South Asia modern location; see source and coordinate note.,79.1378,10.7867,city,85,朱罗王朝核心都城和寺庙城市。,朱罗王朝核心都城和寺庙城市。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0019,Delhi,,fortress_city,capital,2,119,1206,1990,1206年-1990年,,,,,Delhi,Delhi,South Asia modern location; see source and coordinate note.,77.209,28.6139,city,85,德里苏丹国、莫卧儿后期、英属印度和共和国首都节点。,德里苏丹国、莫卧儿后期、英属印度和共和国首都节点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0020,Hampi,,fortress_city,capital,2,120,1336,1565,1336年-1565年,,,,,Hampi,Hampi,South Asia modern location; see source and coordinate note.,76.46,15.335,city,85,毗奢耶那伽罗帝国核心遗址。,毗奢耶那伽罗帝国核心遗址。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0021,Gulbarga,,fortress_city,capital,2,121,1347,1425,1347年-1425年,,,,,Gulbarga,Gulbarga,South Asia modern location; see source and coordinate note.,76.8333,17.3333,city,85,巴赫曼尼早期都城。,巴赫曼尼早期都城。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0022,Bidar,,fortress_city,capital,2,122,1425,1527,1425年-1527年,,,,,Bidar,Bidar,South Asia modern location; see source and coordinate note.,77.53,17.9104,city,85,巴赫曼尼后期都城。,巴赫曼尼后期都城。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0023,Bijapur,,fortress_city,capital,2,123,1490,1686,1490年-1686年,,,,,Bijapur,Bijapur,South Asia modern location; see source and coordinate note.,75.71,16.8302,city,85,德干苏丹国重要都城。,德干苏丹国重要都城。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0024,Golconda,,fortress_city,capital,2,124,1518,1687,1518年-1687年,,,,,Golconda,Golconda,South Asia modern location; see source and coordinate note.,78.4011,17.3833,city,85,钻石贸易和德干政治中心。,钻石贸易和德干政治中心。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0025,Agra,,fortress_city,capital,2,125,1526,1707,1526年-1707年,,,,,Agra,Agra,South Asia modern location; see source and coordinate note.,78.0081,27.1767,city,85,莫卧儿核心都城之一。,莫卧儿核心都城之一。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0026,Fatehpur Sikri,,fortress_city,capital,2,126,1571,1585,1571年-1585年,,,,,Fatehpur Sikri,Fatehpur Sikri,South Asia modern location; see source and coordinate note.,77.6679,27.0945,city,85,阿克巴时期规划都城。,阿克巴时期规划都城。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0027,Pune,,transport_hub,capital,2,127,1674,1818,1674年-1818年,,,,,Pune,Pune,South Asia modern location; see source and coordinate note.,73.8567,18.5204,city,85,马拉塔政治中心。,马拉塔政治中心。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0028,Lahore,,fortress_city,capital,2,128,1799,1849,1799年-1849年,,,,,Lahore,Lahore,South Asia modern location; see source and coordinate note.,74.3587,31.5204,city,85,锡克帝国都城和旁遮普重镇。,锡克帝国都城和旁遮普重镇。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0029,Panipat,,battlefield,battle,2,129,1526,1761,1526年-1761年,,,,,Panipat,Panipat,South Asia modern location; see source and coordinate note.,76.9635,29.3909,city,85,三次帕尼帕特战役改变北印度政治格局。,三次帕尼帕特战役改变北印度政治格局。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0030,Tarain,,battlefield,battle,2,130,1191,1192,1191年-1192年,,,,,Tarain,Tarain,South Asia modern location; see source and coordinate note.,76.817,29.9695,city,85,古尔-乔汉战争转折地。,古尔-乔汉战争转折地。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0031,Chittorgarh,,fortress_city,fort,2,131,700,1568,700年-1568年,,,,,Chittorgarh,Chittorgarh,South Asia modern location; see source and coordinate note.,74.6269,24.8887,city,85,拉其普特城防和政治记忆重镇。,拉其普特城防和政治记忆重镇。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0032,Haldighati,,battlefield,battle,2,132,1576,1576,1576年-1576年,,,,,Haldighati,Haldighati,South Asia modern location; see source and coordinate note.,73.6952,24.8871,city,85,莫卧儿与梅瓦尔冲突记忆地点。,莫卧儿与梅瓦尔冲突记忆地点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0033,Plassey,,battlefield,battle,2,133,1757,1757,1757年-1757年,,,,,Plassey,Plassey,South Asia modern location; see source and coordinate note.,88.251,23.781,city,85,公司统治转折战场。,公司统治转折战场。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0034,Buxar,,battlefield,battle,2,134,1764,1764,1764年-1764年,,,,,Buxar,Buxar,South Asia modern location; see source and coordinate note.,83.9808,25.5647,city,85,公司财政权扩张前奏战场。,公司财政权扩张前奏战场。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0035,Srirangapatna,,fortress_city,capital,2,135,1761,1799,1761年-1799年,,,,,Srirangapatna,Srirangapatna,South Asia modern location; see source and coordinate note.,76.693,12.4226,city,85,迈索尔战争关键要塞。,迈索尔战争关键要塞。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0036,Kolkata,,maritime_port,capital,2,136,1690,1911,1690年-1911年,,,,,Kolkata,Kolkata,South Asia modern location; see source and coordinate note.,88.3639,22.5726,city,85,公司和英属印度早期首都港市。,公司和英属印度早期首都港市。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0037,Goa,,maritime_port,colonial_port,2,137,1510,1961,1510年-1961年,,,,,Goa,Goa,South Asia modern location; see source and coordinate note.,74.124,15.2993,city,85,葡属印度核心港口和殖民飞地。,葡属印度核心港口和殖民飞地。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0038,Puducherry,,maritime_port,colonial_port,2,138,1674,1954,1674年-1954年,,,,,Puducherry,Puducherry,South Asia modern location; see source and coordinate note.,79.8083,11.9416,city,85,法属印度核心据点。,法属印度核心据点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0039,New Delhi,,fortress_city,capital,2,139,1911,1990,1911年-1990年,,,,,New Delhi,New Delhi,South Asia modern location; see source and coordinate note.,77.209,28.6139,city,85,殖民后期和共和国首都。,殖民后期和共和国首都。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0040,Amritsar,,cultural_allusion,city,2,140,1800,1984,1800年-1984年,,,,,Amritsar,Amritsar,South Asia modern location; see source and coordinate note.,74.8723,31.634,city,85,锡克宗教中心及近现代政治事件地点。,锡克宗教中心及近现代政治事件地点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0041,Meerut,,fortress_city,military_station,2,141,1857,1857,1857年-1857年,,,,,Meerut,Meerut,South Asia modern location; see source and coordinate note.,77.7064,28.9845,city,85,1857年起义重要爆发地。,1857年起义重要爆发地。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0042,Dandi,,cultural_allusion,national_movement,2,142,1930,1930,1930年-1930年,,,,,Dandi,Dandi,South Asia modern location; see source and coordinate note.,72.8043,20.887,city,85,盐行军终点。,盐行军终点。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0043,Srinagar,,frontier_gate,frontier_city,2,143,1947,1990,1947年-1990年,,,,,Srinagar,Srinagar,South Asia modern location; see source and coordinate note.,74.7973,34.0837,city,85,克什米尔争议和喜马拉雅边疆核心城市。,克什米尔争议和喜马拉雅边疆核心城市。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0044,Tawang,,frontier_gate,frontier,2,144,1962,1962,1962年-1962年,,,,,Tawang,Tawang,South Asia modern location; see source and coordinate note.,91.8662,27.5861,city,85,NEFA/阿鲁纳恰尔边境战争关键方向。,NEFA/阿鲁纳恰尔边境战争关键方向。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
strategic_ind_0045,Aksai Chin,,frontier_gate,disputed_region,2,145,1950,1990,1950年-1990年,,,,,Aksai Chin,Aksai Chin,South Asia modern location; see source and coordinate note.,79.0,35.0,region,78,中印边界争议中的高原区域，坐标为区域近似。,中印边界争议中的高原区域，坐标为区域近似。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,candidate,
strategic_ind_0046,Dhaka,,fortress_city,capital,2,146,1971,1990,1971年-1990年,,,,,Dhaka,Dhaka,South Asia modern location; see source and coordinate note.,90.4125,23.8103,city,85,1971年战争和孟加拉国独立核心城市。,1971年战争和孟加拉国独立核心城市。,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,historical_atlas|official_archaeology_or_heritage,Coordinate is for map placement; site-level precision varies by location.,verified,
