event_id,year,sort_order,date_label,date_precision,coverage_role,coverage_start_year,coverage_end_year,coverage_group_id,item_kind,event_type,title,description,significance,primary_education_stage,education_stage_tags,curriculum_basis,importance_level,display_priority,related_polity_ids,related_people,location_name,longitude,latitude,location_historical_name,location_modern_name,location_modern_admin_id,location_precision,location_confidence_score,location_source_titles,location_source_urls,location_note,source_titles,source_urls,source_type,confidence_score,confidence_note,fact_review_status,review_note
event_ind_0092,-544,93,公元前544年,year,exact_year_event,-544,-544,,representative_event,polity_start,诃黎王朝/哈里扬卡形成或建立,诃黎王朝/哈里扬卡在vIndian政权表中的起始年为公元前544年。,由政权标准表自动派生的建立/形成事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,500,polity_ind_0021,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,70,,candidate,
event_ind_0089,-468,90,公元前468年,approx,exact_year_event,-468,-468,,representative_event,polity_end,跋耆联盟结束或转型,跋耆联盟在vIndian政权表中的结束年为公元前468年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0019,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0093,-413,94,公元前413年,year,exact_year_event,-413,-413,,representative_event,polity_end,诃黎王朝/哈里扬卡结束或转型,诃黎王朝/哈里扬卡在vIndian政权表中的结束年为公元前413年；后继/结局：Shishunaga。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0021,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,70,,candidate,
event_ind_0094,-413,95,公元前413年,year,exact_year_event,-413,-413,,representative_event,polity_start,希舒那伽王朝形成或建立,希舒那伽王朝在vIndian政权表中的起始年为公元前413年。,由政权标准表自动派生的建立/形成事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,500,polity_ind_0022,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,70,,candidate,
event_ind_0075,-345,76,公元前345年,approx,exact_year_event,-345,-345,,representative_event,polity_end,拘萨罗结束或转型,拘萨罗在vIndian政权表中的结束年为公元前345年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0012,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0079,-345,80,公元前345年,approx,exact_year_event,-345,-345,,representative_event,polity_end,摩揭陀列国结束或转型,摩揭陀列国在vIndian政权表中的结束年为公元前345年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0014,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0095,-345,96,公元前345年,year,exact_year_event,-345,-345,,representative_event,polity_end,希舒那伽王朝结束或转型,希舒那伽王朝在vIndian政权表中的结束年为公元前345年；后继/结局：Nanda dynasty。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0022,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,70,,candidate,
event_ind_0096,-345,97,公元前345年,year,exact_year_event,-345,-345,,representative_event,polity_start,难陀王朝形成或建立,难陀王朝在vIndian政权表中的起始年为公元前345年。,由政权标准表自动派生的建立/形成事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,500,polity_ind_0023,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,73,,candidate,
event_ind_0005,-326,6,公元前326年,year,exact_year_event,-326,-326,,core_event,invasion,亚历山大远征至印度西北,亚历山大军队进入印度西北并与波罗斯作战，随后撤退。,希腊化世界与西北南亚政治互动增强，但其控制范围和持续影响须谨慎表达。,高中,世界史|南亚史,world_history_dataset_vIndian,2,100,polity_ind_0009,,Taxila,72.8397,33.7463,Taxila,Taxila,,city,80,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,Coordinates are city/site approximations for map placement.,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,75,,verified,
event_ind_0061,-323,62,公元前323年,approx,exact_year_event,-323,-323,,representative_event,polity_end,鸯伽结束或转型,鸯伽在vIndian政权表中的结束年为公元前323年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0005,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0006,-321,7,公元前321年,year,exact_year_event,-321,-321,,core_event,polity_start,旃陀罗笈多建立孔雀帝国,旃陀罗笈多推翻难陀政权，建立以华氏城为中心的孔雀帝国。,南亚首次出现可明确追踪的大型帝国政治结构之一。,高中,世界史|南亚史,world_history_dataset_vIndian,1,100,polity_ind_0024,Chandragupta Maurya|Chanakya,Pataliputra,85.1376,25.5941,Pataliputra,Pataliputra,,city,80,Digital South Asia Library: A Historical Atlas of South Asia|Archaeological Survey of India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://asi.nic.in/,Coordinates are city/site approximations for map placement.,Encyclopaedia Britannica: Mauryan Empire,https://www.britannica.com/place/Mauryan-Empire,synthesized_secondary,82,,verified,
event_ind_0097,-321,98,公元前321年,year,exact_year_event,-321,-321,,representative_event,polity_end,难陀王朝结束或转型,难陀王朝在vIndian政权表中的结束年为公元前321年；后继/结局：Mauryan Empire。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0023,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,73,,candidate,
event_ind_0098,-321,99,公元前321年,year,exact_year_event,-321,-321,,representative_event,polity_start,孔雀帝国形成或建立,孔雀帝国在vIndian政权表中的起始年为公元前321年。,由政权标准表自动派生的建立/形成事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,500,polity_ind_0024,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,82,,verified,
event_ind_0063,-300,64,公元前300年,approx,exact_year_event,-300,-300,,representative_event,polity_end,阿湿波/阿萨卡结束或转型,阿湿波/阿萨卡在vIndian政权表中的结束年为公元前300年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0006,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0065,-300,66,公元前300年,approx,exact_year_event,-300,-300,,representative_event,polity_end,阿槃提结束或转型,阿槃提在vIndian政权表中的结束年为公元前300年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0007,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
event_ind_0067,-300,68,公元前300年,approx,exact_year_event,-300,-300,,representative_event,polity_end,支提结束或转型,支提在vIndian政权表中的结束年为公元前300年；后继/结局：。,由政权标准表自动派生的结束/转型事件，用于年度浏览与检索。,高中,世界史|南亚史,world_history_dataset_vIndian,3,501,polity_ind_0008,,,,,,,,,,,,,Digital South Asia Library: A Historical Atlas of South Asia|Encyclopaedia Britannica: India,https://dsal.uchicago.edu/reference/schwartzberg/bootstrap_index.html|https://www.britannica.com/place/India,synthesized_secondary,66,Mahajanapada dates are conventional approximations.,candidate,
